LEFT_NO_DETECTED,overall_edited_insertion,has_multi_leftinout_indicators,is_perfect_ki_has_rightinout_indicators,IMPRECISE_KNOCK_IN,DELETION_EDITING,has_outout_reversible_indicators,multiple_outout_indicators,has_outout_rc_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_rightinout_rc_indicators,LEFT_IMPRECISE_KNOCK_IN,UNTREATED,other_left_mutations,both_rc_inout_indicators,has_edited_fragment_seq_in_other,overall_edited_substitution,PRECISE_KNOCK_IN,no_outout_indicators,LEFT_OTHER_MUATIONS,SUBSTITUTION_EDITING,has_outout_indicators,donor_insertion,leftonly_inout_indicators,is_perfect_outout_ki,is_perfect_ki_has_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,is_treated,left_imperfect_ki_complex,right_imperfect_ki_complex,has_rightinout_indicators,right_rc_nhej_ki,has_multi_rightinout_indicators,right_rc_imperfect_ki_complex,leftonly_rc_inout_indicators,has_outout_no_indicators,left_rc_nhej_ki,right_perfect_ki,rightonly_rc_inout_indicators,untreated,LEFT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_inout_indicators,has_outout_any_indicators,unexpected_mutations,left_rc_imperfect_ki_complex,RIGHT_NO_DETECTED,other_right_rc_mutations,both_inout_indicators,other_left_rc_mutations,INSERT_EDITING,is_nearly_leftinout_ki,has_leftinout_indicators,no_leftinout_indicators,left_perfect_ki,is_untreated,left_nhej_ki,is_nearly_rightinout_ki,OTHERS,right_nhej_ki,right_nearly_ki,other_right_mutations,left_nearly_ki,no_rightinout_indicators,no_inout_indicators,overall_edited_deletion,RIGHT_OTHER_MUATIONS,no_leftinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,total
5546,380,0,0,0,2530,0,0,0,0,5546,0,2493,0,0,0,0,0,143,0,0,5403,0,0,0,0,0,0,2910,0,0,0,0,0,0,0,143,0,0,0,2493,0,0,0,5403,0,0,5546,0,0,0,380,0,0,5546,0,2493,0,0,143,0,0,0,0,5546,5403,2530,0,5546,0,5546
