0,1,2,3,4,5,6,7
,,"Deletion
(13210 reads)","Insertion
(15974 reads)",,"Unmodified
(7932 reads)",,"UC(Other)
(6140 reads)"
0,0,13210,15974,0,7932,0,6140
0.0,0.0,30.53911596079157,36.92898095061957,0.0,18.337340484557053,0.0,14.19456260403181
