left_rc_nhej_ki,has_leftinout_indicators,PRECISE_KNOCK_IN,other_left_mutations,right_rc_nhej_ki,right_rc_imperfect_ki_complex,right_nhej_ki,other_left_rc_mutations,RIGHT_PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,no_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,is_perfect_ki_has_rightinout_indicators,left_nearly_ki,RIGHT_IMPRECISE_KNOCK_IN,is_untreated,leftonly_inout_indicators,overall_edited_substitution,LEFT_PRECISE_KNOCK_IN,unexpected_mutations,right_imperfect_ki_complex,untreated,INSERT_EDITING,has_outout_any_indicators,leftonly_rc_inout_indicators,left_nhej_ki,DELETION_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_rightinout_rc_indicators,rightonly_inout_indicators,UNTREATED,both_rc_inout_indicators,no_leftinout_rc_indicators,RIGHT_OTHER_MUATIONS,has_outout_no_indicators,donor_insertion,has_rightinout_indicators,left_perfect_ki,rightonly_rc_inout_indicators,no_rightinout_indicators,multiple_outout_indicators,has_multi_rightinout_indicators,other_right_rc_mutations,right_nearly_ki,RIGHT_NO_DETECTED,has_outout_reversible_indicators,left_imperfect_ki_complex,has_outout_indicators,OTHERS,left_rc_imperfect_ki_complex,no_outout_indicators,right_perfect_ki,overall_edited_insertion,is_nearly_leftinout_ki,LEFT_NO_DETECTED,IMPRECISE_KNOCK_IN,total,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_inout_indicators,has_edited_fragment_seq_in_other,LEFT_OTHER_MUATIONS,overall_edited_deletion,is_nonspecific_outout_indicators,has_multi_leftinout_indicators,is_treated,is_nearly_rightinout_ki,other_right_mutations,is_perfect_outout_ki,both_inout_indicators,SUBSTITUTION_EDITING,has_outout_rc_indicators
0,0,0,0,0,0,0,0,0,0,43256,0,0,0,0,7932,0,0,0,4030,0,7932,15974,41146,0,0,13210,0,43256,0,7932,0,43256,0,2110,0,0,0,0,43256,0,0,0,0,43256,0,0,0,6140,0,2110,0,15974,0,43256,0,43256,0,41146,0,0,13210,0,0,33214,0,0,0,0,0,41146
