other_right_rc_mutations,has_outout_any_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,overall_edited_substitution,has_multi_rightinout_indicators,UNTREATED,left_imperfect_ki_complex,left_rc_nhej_ki,other_left_rc_mutations,PRECISE_KNOCK_IN,rightonly_rc_inout_indicators,leftonly_inout_indicators,is_perfect_ki_has_rightinout_indicators,is_nonspecific_outout_indicators,RIGHT_NO_DETECTED,both_inout_indicators,no_rightinout_rc_indicators,is_nearly_rightinout_ki,donor_insertion,right_rc_nhej_ki,LEFT_OTHER_MUATIONS,has_leftinout_indicators,RIGHT_PRECISE_KNOCK_IN,no_leftinout_rc_indicators,other_left_mutations,right_nearly_ki,left_nearly_ki,right_rc_imperfect_ki_complex,overall_edited_deletion,has_multi_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,overall_edited_insertion,is_treated,no_leftinout_indicators,leftonly_rc_inout_indicators,is_untreated,left_nhej_ki,has_rightinout_indicators,both_rc_inout_indicators,INSERT_EDITING,has_outout_indicators,has_outout_rc_indicators,has_outout_no_indicators,no_outout_indicators,rightonly_inout_indicators,no_inout_indicators,right_perfect_ki,no_rightinout_indicators,RIGHT_OTHER_MUATIONS,right_nhej_ki,left_rc_imperfect_ki_complex,right_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,OTHERS,DELETION_EDITING,has_edited_fragment_seq_in_other,other_right_mutations,SUBSTITUTION_EDITING,is_nearly_leftinout_ki,left_perfect_ki,RIGHT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_outout_ki,LEFT_IMPRECISE_KNOCK_IN,LEFT_NO_DETECTED,IMPRECISE_KNOCK_IN,total,has_outout_reversible_indicators,unexpected_mutations,multiple_outout_indicators,untreated
0,30872,0,0,0,8062,0,0,0,0,0,0,0,0,31414,0,31414,0,0,0,0,0,0,31414,0,0,0,0,5138,0,0,17672,22810,31414,0,8062,0,0,0,17672,30872,0,542,542,0,30872,0,31414,0,0,0,0,0,542,5138,0,0,0,0,0,0,0,0,0,31414,0,31414,0,0,0,8062
