0,1,2,3,4,5,6,7
,,"Deletion
(5138 reads)","Insertion
(17672 reads)",,"Unmodified
(8062 reads)",,"UC(Other)
(542 reads)"
0,0,5138,17672,0,8062,0,542
0.0,0.0,16.35576494556567,56.25517285286815,0.0,25.663716814159294,0.0,1.7253453874068885
