right_rc_nhej_ki,has_outout_any_indicators,leftonly_inout_indicators,untreated,no_inout_indicators,has_outout_indicators,has_outout_rc_indicators,right_nhej_ki,has_outout_no_indicators,is_perfect_ki_has_rightinout_indicators,has_leftinout_indicators,no_outout_indicators,RIGHT_NO_DETECTED,overall_edited_insertion,has_edited_fragment_seq_in_other,left_rc_nhej_ki,other_left_mutations,has_multi_leftinout_indicators,no_leftinout_indicators,multiple_outout_indicators,OTHERS,donor_insertion,DELETION_EDITING,is_perfect_ki_has_leftinout_indicators,RIGHT_OTHER_MUATIONS,PRECISE_KNOCK_IN,is_nonspecific_outout_indicators,is_perfect_outout_ki,other_left_rc_mutations,rightonly_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,both_inout_indicators,SUBSTITUTION_EDITING,left_rc_imperfect_ki_complex,right_rc_imperfect_ki_complex,left_nhej_ki,unexpected_mutations,right_nearly_ki,right_imperfect_ki_complex,is_treated,rightonly_rc_inout_indicators,other_right_rc_mutations,RIGHT_IMPRECISE_KNOCK_IN,left_nearly_ki,total,has_outout_reversible_indicators,overall_edited_deletion,is_nearly_rightinout_ki,has_multi_rightinout_indicators,LEFT_PRECISE_KNOCK_IN,right_perfect_ki,LEFT_NO_DETECTED,is_nearly_leftinout_ki,has_rightinout_indicators,left_imperfect_ki_complex,left_perfect_ki,other_right_mutations,no_rightinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,UNTREATED,no_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_leftinout_rc_indicators,both_rc_inout_indicators,overall_edited_substitution,leftonly_rc_inout_indicators,is_untreated,IMPRECISE_KNOCK_IN
0,12589,0,1270,12576,0,12589,0,218,0,0,218,12807,3047,0,0,0,0,12807,13,631,0,7859,0,0,0,13,0,0,0,0,0,0,0,0,0,0,400,0,0,11319,0,0,0,0,12807,0,7859,0,0,0,0,12807,0,0,0,0,0,12807,0,0,3047,1270,12807,0,12807,0,0,0,1270,0
