0,1,2,3,4,5,6,7
,,"Deletion
(1633 reads)","Insertion
(239 reads)",,"Unmodified
(884 reads)",,"UC(Other)
(33 reads)"
0,0,1633,239,0,884,0,33
0.0,0.0,58.55145213338114,8.569379705987808,0.0,31.695948368590894,0.0,1.1832197920401577
