no_rightinout_rc_indicators,LEFT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_nearly_rightinout_ki,overall_edited_substitution,OTHERS,right_perfect_ki,no_leftinout_indicators,leftonly_inout_indicators,RIGHT_NO_DETECTED,IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,untreated,is_nonspecific_outout_indicators,no_outout_indicators,no_leftinout_rc_indicators,other_right_rc_mutations,left_rc_nhej_ki,donor_insertion,LEFT_IMPRECISE_KNOCK_IN,right_imperfect_ki_complex,UNTREATED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_any_indicators,left_perfect_ki,rightonly_rc_inout_indicators,other_right_mutations,LEFT_NO_DETECTED,unexpected_mutations,SUBSTITUTION_EDITING,other_left_mutations,both_rc_inout_indicators,has_outout_no_indicators,is_treated,right_rc_imperfect_ki_complex,no_rightinout_indicators,total,has_leftinout_indicators,has_outout_reversible_indicators,both_inout_indicators,rightonly_inout_indicators,overall_edited_insertion,is_perfect_ki_has_leftinout_indicators,is_nearly_leftinout_ki,PRECISE_KNOCK_IN,DELETION_EDITING,is_perfect_outout_ki,has_outout_rc_indicators,right_rc_nhej_ki,is_perfect_ki_has_rightinout_indicators,other_left_rc_mutations,left_imperfect_ki_complex,RIGHT_OTHER_MUATIONS,multiple_outout_indicators,has_edited_fragment_seq_in_other,left_nhej_ki,right_nhej_ki,left_nearly_ki,overall_edited_deletion,has_multi_rightinout_indicators,INSERT_EDITING,has_multi_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,leftonly_rc_inout_indicators,right_nearly_ki,has_rightinout_indicators,has_outout_indicators,no_inout_indicators,left_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,is_untreated
1129,0,0,0,0,157,0,1129,0,1129,0,0,142,2,102,1129,0,0,0,0,0,142,0,1027,0,0,0,1129,53,0,0,0,102,885,0,1129,1129,0,0,0,0,264,0,0,0,566,0,1027,0,0,0,0,0,2,0,0,0,0,566,0,264,0,0,0,0,0,0,1025,0,0,142
