is_perfect_ki_has_rightinout_indicators,no_rightinout_indicators,SUBSTITUTION_EDITING,left_imperfect_ki_complex,DELETION_EDITING,LEFT_NO_DETECTED,no_outout_indicators,other_left_rc_mutations,right_rc_nhej_ki,is_treated,rightonly_rc_inout_indicators,unexpected_mutations,has_multi_rightinout_indicators,OTHERS,has_rightinout_indicators,has_outout_indicators,has_outout_any_indicators,both_inout_indicators,no_rightinout_rc_indicators,left_rc_nhej_ki,UNTREATED,is_nearly_rightinout_ki,other_left_mutations,other_right_mutations,PRECISE_KNOCK_IN,left_nhej_ki,RIGHT_PRECISE_KNOCK_IN,has_outout_no_indicators,has_outout_reversible_indicators,leftonly_inout_indicators,donor_insertion,INSERT_EDITING,has_edited_fragment_seq_in_other,right_imperfect_ki_complex,is_nonspecific_outout_indicators,has_leftinout_indicators,right_perfect_ki,both_rc_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_NO_DETECTED,no_leftinout_rc_indicators,left_rc_imperfect_ki_complex,left_nearly_ki,right_rc_imperfect_ki_complex,untreated,right_nhej_ki,has_multi_leftinout_indicators,has_outout_rc_indicators,is_perfect_outout_ki,LEFT_OTHER_MUATIONS,other_right_rc_mutations,RIGHT_OTHER_MUATIONS,rightonly_inout_indicators,right_nearly_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,left_perfect_ki,RIGHT_IMPRECISE_KNOCK_IN,LEFT_PRECISE_KNOCK_IN,is_nearly_leftinout_ki,total,overall_edited_deletion,IMPRECISE_KNOCK_IN,overall_edited_substitution,multiple_outout_indicators,overall_edited_insertion,no_leftinout_indicators,is_perfect_ki_has_leftinout_indicators,is_untreated,leftonly_rc_inout_indicators
0,6227,1,0,3165,6227,571,0,0,4607,0,0,0,571,0,5656,5656,0,6227,0,1049,0,0,0,0,0,0,571,0,0,0,1441,0,0,0,0,0,0,0,6227,6227,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,5656,0,0,0,0,0,6227,3165,0,1,0,1441,6227,0,1049,0
