no_inout_indicators,LEFT_NO_DETECTED,donor_insertion,no_leftinout_rc_indicators,has_outout_reversible_indicators,has_multi_leftinout_indicators,left_perfect_ki,no_rightinout_rc_indicators,total,right_imperfect_ki_complex,is_untreated,is_perfect_ki_has_leftinout_indicators,no_leftinout_indicators,has_leftinout_indicators,has_multi_rightinout_indicators,is_nonspecific_outout_indicators,other_left_rc_mutations,has_outout_any_indicators,leftonly_rc_inout_indicators,right_perfect_ki,both_rc_inout_indicators,other_right_mutations,RIGHT_PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,unexpected_mutations,RIGHT_NO_DETECTED,has_outout_rc_indicators,left_nhej_ki,rightonly_inout_indicators,overall_edited_insertion,no_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,has_rightinout_indicators,right_rc_nhej_ki,is_nearly_rightinout_ki,PRECISE_KNOCK_IN,is_treated,has_outout_indicators,multiple_outout_indicators,left_rc_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,overall_edited_deletion,rightonly_rc_inout_indicators,overall_edited_substitution,both_inout_indicators,no_rightinout_indicators,right_nearly_ki,is_nearly_leftinout_ki,is_perfect_ki_has_rightinout_indicators,untreated,left_imperfect_ki_complex,left_nearly_ki,right_rc_imperfect_ki_complex,other_right_rc_mutations,LEFT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,other_left_mutations,LEFT_OTHER_MUATIONS,has_outout_no_indicators,DELETION_EDITING,left_rc_nhej_ki,has_edited_fragment_seq_in_other,LEFT_IMPRECISE KNOCK_IN_COMPLEX,OTHERS,IMPRECISE_KNOCK_IN,right_nhej_ki,leftonly_inout_indicators,INSERT_EDITING,is_perfect_outout_ki
84366,87879,21,87891,0,7,0,87891,87900,0,16510,0,87888,12,7,1,9,84388,0,0,9,12,0,0,32,87879,84388,0,0,40638,3512,0,21,12,0,0,0,67878,0,1,0,0,27186,0,0,12,87888,0,0,0,16510,12,0,0,9,0,0,16510,0,9,3512,27186,0,0,0,3545,21,0,0,40638,32
