0,1,2,3,4,5,6,7
,,"Deletion
(35803 reads)","Insertion
(31036 reads)",,"Unmodified
(22087 reads)",,"UC(Other)
(2301 reads)"
0,0,35803,31036,0,22087,0,2301
0.0,0.0,39.246056540278644,34.02062985738871,0.0,24.211034014052856,0.0,2.5222795882797855
