is_nearly_rightinout_ki,right_nhej_ki,overall_edited_substitution,no_rightinout_rc_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,RIGHT_OTHER_MUATIONS,is_perfect_outout_ki,RIGHT_PRECISE_KNOCK_IN,multiple_outout_indicators,is_untreated,other_left_rc_mutations,UNTREATED,right_perfect_ki,no_rightinout_indicators,has_multi_rightinout_indicators,is_nearly_leftinout_ki,overall_edited_deletion,rightonly_inout_indicators,has_outout_rc_indicators,SUBSTITUTION_EDITING,leftonly_rc_inout_indicators,is_perfect_ki_has_rightinout_indicators,LEFT_NO_DETECTED,total,LEFT_OTHER_MUATIONS,has_leftinout_indicators,rightonly_rc_inout_indicators,left_rc_nhej_ki,overall_edited_insertion,left_nearly_ki,right_nearly_ki,is_nonspecific_outout_indicators,unexpected_mutations,is_treated,no_leftinout_indicators,has_edited_fragment_seq_in_other,has_outout_any_indicators,no_leftinout_rc_indicators,left_rc_imperfect_ki_complex,RIGHT_NO_DETECTED,untreated,no_inout_indicators,left_imperfect_ki_complex,has_outout_reversible_indicators,both_rc_inout_indicators,IMPRECISE_KNOCK_IN,other_right_rc_mutations,has_outout_no_indicators,right_rc_imperfect_ki_complex,left_perfect_ki,donor_insertion,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_inout_indicators,has_outout_indicators,left_nhej_ki,right_imperfect_ki_complex,other_left_mutations,INSERT_EDITING,DELETION_EDITING,has_multi_leftinout_indicators,OTHERS,PRECISE_KNOCK_IN,right_rc_nhej_ki,other_right_mutations,RIGHT_IMPRECISE_KNOCK_IN,no_outout_indicators,both_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,is_perfect_ki_has_leftinout_indicators,LEFT_PRECISE_KNOCK_IN
0,0,0,3151,0,0,0,0,0,0,481,0,481,0,3151,0,0,1061,0,2941,0,0,0,3151,3151,0,0,0,0,1399,0,0,0,0,2460,3151,0,2941,3151,0,3151,481,2941,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,1399,1061,0,210,0,0,0,0,210,0,0,0,0
