0,1,2,3,4,5,6,7
,,"Deletion
(8622 reads)","Insertion
(8027 reads)",,"Unmodified
(5708 reads)",,"UC(Other)
(687 reads)"
0,0,8622,8027,0,5708,0,687
0.0,0.0,37.41537927443152,34.83336226349592,0.0,24.770005207429264,0.0,2.981253254643291
