V1
:10D:mh1,22
:11D,2
:11D:mh2,86
:12D,18
:12D:mh1,147
:12D:mh4,56
:13D,96
:13D:mh4,196
:14D:mh1,218
:14D:mh2,14
:14D:mh4,23
:14D:mh5,17
:15D,26
:15D:mh2,48
:16D,5
:16D:mh1,13
:17D,1
:18D,40
:19D:mh1,9
:19D:mh2,66
:1D,19
:1D:mh1,3833
:1I:A,8
:1I:C,932
:1I:W,881
:20D,68
:20D:mh2,4
:21D,96
:21D:mh1,51
:22D,68
:22D:mh1,1
:23D:mh1,7
:24D:mh2,23
:25D,26
:25D:mh1,7
:25D:mh5,15
:26D:mh1,16
:26D:mh3,11
:27D,115
:27D:mh3,4
:28D,45
:28D:mh3,31
:2D,10
:2D:mh1,836
:30D:mh2,16
:30D:mh3,7
:31D,4
:32D:mh3,17
:33D,1
:35D,159
:38D:mh1,84
:39D,171
:3D,1
:3D:mh1,88
:3D:mh3,2537
:40D,72
:41D,1
:42D,16
:43D,14
:45D,8
:47D,12
:49D,37
:4D,75
:4D:mh1,168
:50D,11
:51D,167
:52D,17
:53D,30
:55D,2
:58D,56
:59D,17
:5D,262
:5D:mh1,9
:6D,374
:6D:mh1,3
:6D:mh2,35
:7D,293
:8D,141
:8D:mh1,132
:9D,56
:9D:mh2,66
