overall_edited_insertion,no_rightinout_rc_indicators,right_nearly_ki,is_treated,right_rc_imperfect_ki_complex,right_perfect_ki,other_left_rc_mutations,other_right_rc_mutations,LEFT_IMPRECISE_KNOCK_IN,no_outout_indicators,RIGHT_NO_DETECTED,both_rc_inout_indicators,leftonly_rc_inout_indicators,right_rc_nhej_ki,left_rc_imperfect_ki_complex,has_edited_fragment_seq_in_other,left_nearly_ki,has_outout_rc_indicators,left_perfect_ki,no_leftinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,OTHERS,leftonly_inout_indicators,left_rc_nhej_ki,is_nearly_rightinout_ki,donor_insertion,IMPRECISE_KNOCK_IN,PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,DELETION_EDITING,is_perfect_ki_has_leftinout_indicators,no_leftinout_indicators,untreated,is_perfect_outout_ki,UNTREATED,has_outout_indicators,multiple_outout_indicators,other_right_mutations,rightonly_inout_indicators,has_multi_leftinout_indicators,left_nhej_ki,left_imperfect_ki_complex,has_multi_rightinout_indicators,right_nhej_ki,has_outout_any_indicators,RIGHT_IMPRECISE_KNOCK_IN,both_inout_indicators,has_outout_no_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,LEFT_NO_DETECTED,has_leftinout_indicators,unexpected_mutations,has_rightinout_indicators,no_inout_indicators,is_nonspecific_outout_indicators,other_left_mutations,no_rightinout_indicators,total,has_outout_reversible_indicators,is_untreated,rightonly_rc_inout_indicators,right_imperfect_ki_complex,overall_edited_substitution,overall_edited_deletion,is_perfect_ki_has_rightinout_indicators,RIGHT_OTHER_MUATIONS,INSERT_EDITING,is_nearly_leftinout_ki
3996,34558,0,7036,0,0,0,0,0,149,34558,0,0,0,0,0,0,0,0,34558,0,0,0,149,0,0,0,0,0,0,0,3040,0,34558,27373,0,27373,34409,0,0,0,0,0,0,0,0,34409,0,0,149,0,0,34558,0,0,0,34409,0,0,34558,34558,0,27373,0,0,0,3040,0,0,3996,0
