DELETION_EDITING,RIGHT_PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,right_rc_nhej_ki,both_inout_indicators,has_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_treated,left_imperfect_ki_complex,multiple_outout_indicators,has_multi_rightinout_indicators,has_outout_reversible_indicators,leftonly_inout_indicators,RIGHT_OTHER_MUATIONS,overall_edited_substitution,left_nhej_ki,LEFT_OTHER_MUATIONS,both_rc_inout_indicators,overall_edited_insertion,right_perfect_ki,LEFT_NO_DETECTED,no_rightinout_indicators,has_outout_rc_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,left_rc_imperfect_ki_complex,PRECISE_KNOCK_IN,right_nearly_ki,left_nearly_ki,no_rightinout_rc_indicators,other_left_rc_mutations,no_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,IMPRECISE_KNOCK_IN,has_multi_leftinout_indicators,unexpected_mutations,INSERT_EDITING,rightonly_inout_indicators,right_imperfect_ki_complex,OTHERS,is_perfect_outout_ki,leftonly_rc_inout_indicators,untreated,has_outout_any_indicators,overall_edited_deletion,RIGHT_NO_DETECTED,rightonly_rc_inout_indicators,right_nhej_ki,UNTREATED,has_edited_fragment_seq_in_other,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_nearly_leftinout_ki,has_leftinout_indicators,is_untreated,donor_insertion,no_leftinout_indicators,LEFT_PRECISE_KNOCK_IN,total,left_rc_nhej_ki,no_outout_indicators,other_left_mutations,left_perfect_ki,has_outout_no_indicators,is_nearly_rightinout_ki,no_leftinout_rc_indicators,other_right_rc_mutations,is_perfect_ki_has_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,other_right_mutations,right_rc_imperfect_ki_complex
8015,0,0,0,0,23085,0,17340,0,0,0,0,0,0,0,0,0,0,9325,0,23914,23914,0,0,0,0,0,0,0,23914,0,23085,0,0,0,0,0,9325,0,0,829,0,0,5745,23085,8015,23914,0,0,5745,0,0,0,0,5745,0,23914,0,23914,0,829,0,0,829,0,23914,0,0,0,0,0
