has_rightinout_indicators,is_untreated,right_rc_imperfect_ki_complex,both_rc_inout_indicators,has_multi_leftinout_indicators,has_outout_indicators,RIGHT_PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,total,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,no_leftinout_rc_indicators,LEFT_OTHER_MUATIONS,both_inout_indicators,has_outout_no_indicators,right_nearly_ki,SUBSTITUTION_EDITING,INSERT_EDITING,has_outout_reversible_indicators,LEFT_NO_DETECTED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE_KNOCK_IN,rightonly_inout_indicators,right_rc_nhej_ki,RIGHT_NO_DETECTED,is_perfect_outout_ki,left_nhej_ki,overall_edited_insertion,LEFT_PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,untreated,left_rc_imperfect_ki_complex,OTHERS,DELETION_EDITING,is_nonspecific_outout_indicators,is_nearly_rightinout_ki,leftonly_inout_indicators,has_multi_rightinout_indicators,right_nhej_ki,right_imperfect_ki_complex,is_treated,is_perfect_ki_has_rightinout_indicators,other_left_rc_mutations,overall_edited_deletion,no_leftinout_indicators,other_right_mutations,RIGHT_OTHER_MUATIONS,has_outout_any_indicators,no_rightinout_rc_indicators,leftonly_rc_inout_indicators,unexpected_mutations,rightonly_rc_inout_indicators,has_leftinout_indicators,other_right_rc_mutations,left_nearly_ki,is_perfect_ki_has_leftinout_indicators,is_nearly_leftinout_ki,no_outout_indicators,left_perfect_ki,right_perfect_ki,donor_insertion,overall_edited_substitution,PRECISE_KNOCK_IN,left_rc_nhej_ki,no_rightinout_indicators,has_outout_rc_indicators,left_imperfect_ki_complex,UNTREATED,other_left_mutations,no_inout_indicators,multiple_outout_indicators
0,46618,0,0,0,162328,0,0,167639,0,167639,0,0,5311,0,2,83641,0,167639,0,0,0,0,167639,0,0,83641,0,0,0,46618,0,5311,32067,0,0,0,0,0,0,115710,0,0,32067,167639,0,0,162328,167639,0,0,0,0,0,0,0,0,5311,0,0,0,2,0,0,167639,0,0,46618,0,162328,0
