A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,XRCC6
A2LD1,1.27989488107923,2.26148061893663,2.39488833559386,3.03578625847382,1.18143565531421,1.21634099144944,1.04742787737095,2.59272208354074,1.53641003705903
ATP5G1,4.56253674116497,1.52753708508269,2.7230634254599,3.48619548313688,3.50369253801203,3.45005317188269,3.024161008944,2.55230347832656,2.64318556613087
BRP44,2.84222554999848,1.32036587332374,2.20747943761829,3.4328197959663,2.42784047449112,2.13816621311063,1.67347234728221,2.54186194549139,1.75207467128681
C16orf93,3.50909121021367,1.52523764005627,2.46292062552091,3.02863518457482,2.9505081061724,2.88108170090725,2.25634752986683,2.27737153910518,2.36929179723828
CD34,2.05528985407819,3.27026816334206,3.85379281981657,3.81964003873167,1.88586969498139,2.05492404920057,1.91294447611125,3.38597209990685,2.18408998570291
MAP3K1,2.25779937448695,2.32411988804676,2.60873968584637,4.00776118859928,1.42468811492352,1.27919525943413,1.68844802002452,2.7812952047084,1.5978333923026
PCSK91,1.46927016469182,1.86275465650966,2.45859018112555,2.57915788586258,1.24867664240962,1.27825801177691,1.21792544381353,1.77436581562888,1.66419021438628
PPP1R12C-Exon2,4.07637729497607,2.65900143224101,4.19690441891963,4.31286286095165,3.60490328770071,3.51841987352104,2.9862304653565,3.37729195230296,3.45240427047202
XRCC6,2.55677955913235,3.57492685670024,4.68605636896101,4.29134958826305,1.79286581848343,2.07655361540277,2.28191032108984,3.91048690359803,2.18878114628357
