A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,1.07326757935301,3.3583938102113,3.44064628184869,3.95429280811729,1.68805726201716,1.33927605604649,1.31270897071883,3.44768514817958,3.13407206388186,2.13737745338935
ATP5G1,3.4347514490737,1.06884550215616,1.63196547352315,2.57516232180253,2.13207424960979,2.39823917211053,2.18837379804211,2.01111520601606,1.27038845198369,1.70690453297612
BRP44,1.80860072271056,2.2419376287428,2.78865798723738,4.25712558854855,1.87299860076541,1.41464314696279,1.57236088126035,3.74104125155002,2.20540450620402,1.81271806871428
C16orf93,3.4822739117384,2.47443293545865,2.89304913842706,1.00162655605538,2.60507617692828,3.84417374227297,2.86706230469134,1.97206884651579,3.07371354085481,3.09416286082976
CD34,2.65735963425263,4.84221685948941,4.87932390402996,4.32161602251457,2.0378186888518,2.6987785678286,2.7742724840699,4.64370122537925,5.06903580042131,3.41717395101472
MAP3K1,2.24665533035676,2.71168908300672,3.22098070371873,4.52649695566272,1.98897111004109,1.1759205240191,2.16701456638983,3.24042758682085,2.64043995139648,1.68985304884429
PCSK91,1.8103673242705,3.42270656056415,3.26206857695913,3.97640718554716,1.31336732957948,1.45090922996134,1.61553056884949,3.62804796172113,3.24619000664405,2.00509439154599
PPP1R12C-Exon2,2.08657266582722,1.87125779752864,2.72936847421329,2.96838574040113,1.86057157235034,1.74875665941274,1.70375756537735,1.95490269723939,1.92192480119902,2.16548806688389
TPH22,2.58438522977827,0.826387636434863,1.68724298310162,3.27068886203531,1.93817301556944,2.03673757503007,1.62947751772237,1.96759194779757,0.641521718628046,1.63767153244157
XRCC6,1.26485174623449,1.59465769873429,2.1553956361958,2.73244236113905,0.612992140211526,0.756087832288357,0.876423631000224,2.12777704013243,1.4931984375463,0.829982131859647
