A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,1.23209101672527,2.24298467068465,2.70148082762446,2.77080744268925,3.73582685705265,3.30602466458641,3.08984591717159,1.5261099701446,1.45919971000141,3.42211395376749,1.35729358208884,1.79353279692815,1.13677135863258,2.91220603538207,3.05066065457568,3.47388907891704,2.42702247518818,2.31932424734073,1.76824406684487,1.75308736810405
AR,1.52414022909205,1.35278194083704,2.05154156319621,2.25724775251936,3.07405631135176,2.79854974645682,2.9277526405874,1.2505033928518,1.40063181776824,2.85296122496141,1.47480525576378,1.05159589331692,1.21251038791417,2.31534659583666,2.61673211160891,1.8080820455579,1.32668807185512,1.99786316091499,1.48501656009421,1.3123733398713
ATP5G1,2.05073422524322,1.12583434040201,1.23455339239402,1.36847093988722,2.29187014775558,2.13567840541112,1.83096966283964,1.63882010520593,1.96100872872126,2.43388394108294,1.80640734823798,1.7118550563795,1.73980304062391,1.76999930296664,1.81354199501733,1.41069887869449,1.72870160417042,1.29696005317518,1.4865191634536,1.88721642745825
BRP44,1.07744675381388,1.5960442483817,2.0536641140615,2.29068297791389,2.9420724188729,2.94207241281021,2.75070648929168,0.9268306858803,1.02778399324956,2.89323095532799,0.756014596422929,1.05710744004501,0.908981900001727,2.50153202890426,2.55993690255221,2.56972568261765,1.51850067473928,1.95063785282974,1.22848458933474,1.16123111464164
C16orf93,1.98123252452252,2.33389122770659,1.8251296891459,2.18385313653451,1.55641495061828,2.46465157636944,2.48346310162294,2.02255372171478,2.3104191354947,3.22549850216878,2.42723392061842,1.64783417352815,1.62721010189957,1.76746846346915,2.05786036491841,2.87686309460292,2.46185684963224,2.32725057928457,1.9274840235681,2.54435641186798
C17orf96,2.00335271744132,3.04275790478324,2.68951285859332,2.4515631673861,2.63092984311632,1.98929639331736,2.94595940893531,1.84442457971161,2.21525479635182,4.18081009575792,1.85349135144586,1.70107795027556,1.56132024982887,2.0432550384402,2.72161426482424,4.00959035208404,2.78498610221529,2.63209523907273,2.34791715849226,2.39890719377494
C1orf204,1.40777287504647,1.78322514350865,2.1253805840392,2.05820225181856,2.93674212143433,2.15922754099467,1.86376879895954,1.13104440204002,1.01653943487651,2.48648477284926,1.0031062842528,1.1228076206263,1.15684463037921,1.96399098154632,2.36131602121261,2.83650713840477,1.59852291332263,2.16788958716172,1.33029362434336,1.22429813182407
CD34,2.879434807548,3.29326598089087,4.60651098079342,4.48643989168879,4.71354791770953,5.16231481622827,5.03581460239336,1.99487182826802,1.97265100532487,4.70217035579234,2.3157915563021,1.97172286436583,2.77191979969539,4.45994722670307,4.76579232509076,3.74299263639185,2.34993774299267,4.50091590210667,3.02156929869197,2.07769857317683
FAM159B,1.63009970824193,2.02813202756918,1.84950457286771,2.51688998949259,3.10622689748543,2.91038727553806,2.80392339215799,1.43740916564031,1.21457232612407,2.95899079522767,1.69348231356547,1.43479519051372,1.2484650932396,2.56485047757591,2.45840580490272,2.63814765101244,1.45586442030427,1.65070493902521,1.55519175260456,1.55130574671971
HBXIP,2.81605963152294,2.01890757365436,1.40456394777778,2.20122164031582,2.69183662209739,2.08402814316928,2.01365341547248,1.9897941899407,1.91500833620683,0.922990348602331,1.96990779816902,2.12355768722558,1.67592081246168,1.82201917470958,1.67196606466283,3.56896302141313,2.531348621568,1.6937888471678,1.07448839690222,2.5548636833222
MAP3K1,1.31144367860938,1.85612139254973,2.46452430703904,2.42428790313685,2.99679186834068,3.13114207763716,2.77661011368672,1.17557830021437,1.08385037906614,3.53543116435356,0.808340529990413,1.14608716367839,1.36639674424229,2.61586312838604,3.07803400673946,2.43012081481837,1.54681589277534,2.25469113388431,1.6717479439432,1.2509227872036
ODZ3,2.18071441511117,3.07886540400821,4.46318700787681,4.18874076597292,4.71303306347104,4.78409448750621,4.9379404870779,2.00338600156261,1.84304832202926,5.36291026496983,1.96874192434951,1.63592152980873,2.39811665116046,4.23435786469428,4.95196956939929,3.18845165967307,2.05503477718128,4.19959305545751,3.00672414914572,1.64752872156941
PCSK91,1.72593151373641,2.60668862899136,3.31776829911675,3.48631199350236,4.14836473366755,4.13156372606759,4.12553940379914,1.54828126970215,1.60975141652368,4.0325128005621,1.55977510329932,1.54469198964681,1.54353472708355,3.60788198949412,3.80267597441784,3.4616012192755,2.18509792269182,3.1441179205441,2.08631917746,1.67860716199334
PPP1R12C-Exon2,1.74771285900147,1.55851526072385,1.40143633443132,1.79852416049174,2.26084901780763,1.69027168003962,1.81199447640244,1.35821170957168,1.74873745416958,2.1080777435222,1.46521165800849,1.49346565267614,1.0930660790447,1.41613050706936,1.77406932668622,2.78784017447377,2.00957301688686,1.39468335096752,1.27606746557984,1.83609977904601
PTPLB,1.98426970217272,1.53614042999596,1.67161325949025,1.234445205624,2.12320072846488,2.34859397375624,2.21209265070865,0.853925969643898,1.55090559566784,2.09958951913323,1.36828712008381,1.36577773297516,1.09627914119165,2.20380307909931,1.14903305448654,2.60097017599408,1.80709631416894,1.67132797623974,1.31012462927171,1.77320247493758
RP4-697K147,2.69976996186705,2.85850230654978,3.92444865506551,3.8740863447176,4.46209931639019,4.41628776594295,4.8095714881122,1.75359954865219,1.49585892627323,4.50801487104128,2.02576191978296,1.38617709494991,2.46296872807147,4.04182973883267,4.35277844943727,2.6693877047858,1.82410963035322,3.77473121491354,2.4459573071342,1.62670457428767
TMEM57,1.39109544711127,1.56651556944055,2.15564329918148,2.29285478098568,3.0333020273322,3.34335674916239,2.80548426201165,1.44764866470551,1.95706115597719,3.34025948011585,1.50380831757737,1.50301066311062,1.24365833645216,2.61930591863495,2.21955505539542,2.45707099050112,1.35847834692138,2.2731538030425,1.86911337527992,1.69327858195428
TPH22,2.19088520382603,1.31880091317973,0.796138617183056,1.56911116598964,2.94601951313292,2.08456098192042,1.84397301595669,1.74515659488322,1.83257228487401,1.97366464363454,1.62997666606137,1.76212860380675,1.29988567773386,1.75338933511501,1.80074358376254,2.4012258800841,1.95550079128349,0.596708351726362,1.19422797374029,2.1143559529607
XRCC6,1.77185262916091,2.49430892229194,3.32492058781234,3.37120388385967,3.72530125353069,4.17676508192702,4.08298252227253,1.59830781958961,1.43790399547451,3.65911259746581,1.54646021236659,1.43716620475138,1.69793381811975,3.54779849638822,3.6700174721642,3.0862619059677,1.937011805107,3.18288737459533,1.77640980249236,1.57351857497965
ZNF498,1.61205165455697,2.24156886829732,3.47451469845925,3.50425345077865,4.05323794940435,4.21475022127129,4.10840260149233,1.39134154969558,1.35618204622735,3.91957356504213,1.38572424792672,1.33613051511066,1.73416487271335,3.61526446928972,3.90897549993421,2.63644193303143,1.52240532460212,3.23370977788295,2.01520160649641,1.14531092562789
