A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,1.55133424251989,2.3807237578326,2.46228506884999,3.11661027722068,1.47462836829982,1.41691769033068,1.15219043205623,2.65038632061236,2.13884789730247,1.56615944817687
ATP5G1,4.05013939469969,1.50985947790563,2.49956345015861,3.62263907568136,3.35468026406434,3.30463361476741,2.66574719670396,2.67040148667079,1.50419988883558,2.49518445055201
BRP44,3.48676716251101,1.73325353152909,2.70240470498652,4.14144131708449,2.85402251303323,2.64900480104441,2.22906006462823,3.2757290522364,1.61884748428806,2.3063817700323
C16orf93,4.54297303857538,2.05311108966978,3.14127786138291,3.56277077777574,3.64345042909136,3.69101295127008,3.01451980383146,2.95286833953869,2.0991935934702,2.90838175563532
CD34,1.92428758580044,3.36491114890701,3.12981275121178,3.28660054756974,1.47723382248972,1.53341687852204,1.77498908129023,3.02246897817538,3.11400612200455,1.90597266607516
MAP3K1,2.22401704945589,2.49176461344734,2.80552100279275,4.14868506919016,1.69769477387496,1.39255816697721,1.71567024067534,2.7051700137153,2.09501455461421,1.75297330565273
PCSK91,1.61504671538857,1.69527778160561,2.25116595459173,2.60229305727344,1.09712423803628,1.30338396993542,1.20763285029207,1.85299869167742,1.72631148384986,1.29274501685798
PPP1R12C-Exon2,2.98384478045927,2.26723627427498,2.84165943075319,3.43161817392725,2.61070039185696,2.38933206970784,2.25644056263487,2.35752124703948,1.92079128975622,2.96707914458549
TPH22,5.74059421382832,2.39825223112954,3.60693509076263,4.62172124455131,4.72670050015101,4.94913276097947,3.95405143580908,3.75375475494563,2.20856753798992,3.7570359069726
XRCC6,1.91815712817902,2.39035730661082,2.96783731217854,2.7772048254192,1.08760176814485,1.36590985886263,1.76948104242923,2.61861419860457,2.41920261354356,2.08483872963389
