A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,1.30373997259675,3.09731411571251,3.15962204367689,3.80515386142246,1.42865659898282,1.35482335331091,1.28011681080266,3.41331150655609,2.86036509639917,1.89995251389695
ATP5G1,3.01722899584857,0.719347478387545,1.71903462207893,2.34104063763856,2.2240274393258,2.3625533228247,1.97953926216641,1.63511079555569,0.823858217298572,1.68594688339803
BRP44,1.33413018457755,1.56755613537252,1.37398600618534,2.36924081479148,1.06471119579507,0.913414977046863,1.05773665924419,2.03195481949185,1.19854857381982,1.23732967843906
C16orf93,2.6147689939247,1.87194746439451,2.04480478842139,1.38089553001276,2.03172643604449,2.61683999588379,1.80767381776622,1.72413980235329,2.38414203515383,2.14980979438581
CD34,3.06566065516261,5.38823811950172,4.90523780201211,6.26000929548247,2.1706162233223,2.29028410556228,3.10841534544893,5.58168004501612,4.86264221398399,3.53444898558148
MAP3K1,1.32614192131941,2.246859774588,2.59780985781244,3.19063254491692,1.11560264837883,0.848016678838837,1.33177573548894,2.61903852074249,2.13932581353163,1.53865815663957
PCSK91,1.43711123887453,3.5254982400841,3.68056290038942,3.84707919723224,1.41273898128792,1.56337754871661,1.48307938817426,3.7648825936944,3.3625677803561,2.24150244617067
PPP1R12C-Exon2,2.36764327368029,1.9327394849225,3.11644563959932,3.19116926778926,2.08505759366086,1.95807227439714,1.68448657554486,2.61690544077948,2.16367386365781,2.23871915863865
TPH22,2.37334792146134,0.870075512324096,1.73322881118166,3.01176040949968,1.70704720442908,1.76440121480457,1.47459321417268,1.8783587140361,0.671632833973483,1.39246792352472
XRCC6,2.24327371169706,2.20678103492745,2.65064870032306,2.33518769284046,1.22166619564309,1.55473456224447,1.44364229275461,2.31305399691009,2.50161140483587,1.0585586361216
