A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,1.28993907804541,2.56998691167008,3.36326830362371,3.28498639200016,4.17526630558604,4.15663582309532,3.93060125586669,1.79561524060601,1.40797396478363,3.77025033200859,1.41366648057828,1.82373514236049,1.39588034455031,3.58731988796533,3.70765306670649,3.27402636636628,2.26736074672532,2.85278077662517,1.91195718153233,1.568765386365
AR,1.65243264451959,1.59784886173591,2.67136806341802,2.80378952169614,3.40311476907311,3.52655151236172,3.39534025213676,1.38503652982043,1.61543487829417,3.36472132970417,1.80551875555612,1.35081266689121,1.36278072943688,2.90434937850758,2.9776125401643,2.31740977898602,1.68689125910808,2.46705863763191,1.75549745319241,1.50227856764776
ATP5G1,2.63651527939164,1.46777659981494,0.847961470326998,1.44452192312109,2.27350237974557,2.06228743063792,1.7473854202369,2.10936894912829,2.34916073202948,2.31600710252861,2.1392103489284,2.07901623461191,1.91273047097586,1.61353190078761,1.91119668691654,2.13863081477977,2.13612932048798,0.946771110231686,1.66543665046314,2.52991081738042
BRP44,1.07296374988112,1.0661058508625,1.11548981045085,1.45220602449345,2.11059761917421,2.21677522325407,2.03543208158867,0.857171673114646,1.11878797581352,2.3282609003345,0.745230702790636,1.005690750289,0.722776806500781,1.75760009168044,1.74729062964696,1.9423586962286,1.38473386729305,1.00103907363601,0.876218066439335,1.24328275578258
C16orf93,2.23391714210626,2.09799168844372,1.81856353523363,2.05721084285402,1.43584602164939,2.30263764822303,2.51601951847859,1.94187096236994,2.40983369988867,3.14814152940919,2.4988165009471,1.64288537040123,1.75867579368106,1.66787133168195,2.01826292760969,2.50834084532674,2.41573042996051,2.06598831805891,1.97580426390122,2.50409976760917
C17orf96,2.4009101398931,1.5707513236455,0.902311959093961,1.34570854278896,2.22202546172956,1.1166156371797,1.50283081313983,1.68146818220422,1.86925056469936,1.68041651393671,1.62690304406807,1.64871125588096,1.37220664046081,1.08551967308033,1.57883981730091,2.56412473245664,2.17362255324699,0.82189262474833,1.2133707682583,2.16289731042086
C1orf204,1.85869800601199,1.54086849142186,1.61013521839099,1.85229585365181,2.74549123006208,2.22537771087717,1.81012234972427,1.28289317205872,1.21617385999744,2.32535750305322,1.17173676500064,1.16204675552563,1.32699158050693,1.9409196426403,2.12703318291233,2.51891561062824,1.63775348516444,1.73179799894572,1.15465449648345,1.48471059804442
CD34,2.94319646792569,3.4434280715515,4.48442394528047,4.46518427400903,4.63301985595075,4.96631999039874,5.04641847505885,1.99046083595027,2.0565387846997,4.65027937969264,2.26809978447476,2.07790459942809,2.80601302472334,4.2974945218841,4.72920094649017,3.88380990363085,2.4465430915219,4.41013956102891,3.07929003683692,2.07186622062939
FAM159B,1.86696954992835,1.95794568473804,2.17775971633765,2.72088062916905,3.24328517328321,3.33125138323844,2.49327738589888,1.26193344404446,0.914351689866497,2.8762176778064,1.71408710493583,1.46046673182855,1.61018226023922,2.80905990123473,2.69166591169321,3.1081082664569,1.92142384022498,2.26295250521336,1.59833066584233,1.82065723799808
HBXIP,2.84344628548038,1.9557254889702,1.31134805960596,1.98532801205705,2.83157832911493,2.00600151543507,2.04647329963384,2.03837466175797,2.07474161322838,1.05370025265257,2.0135893395133,2.12491978621858,1.64784787877359,1.81937082112382,1.66024093309851,3.29567148685607,2.46544099283031,1.44411044039188,1.16424366346193,2.56310506446365
