A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,1.02970650683199,3.59612236244857,3.43198409371637,4.07907006621682,1.73393201529619,1.51926238910228,1.3953802830276,3.64018443003171,3.14376147691755,2.44805107522678
ATP5G1,2.64523465685534,0.660610386158864,1.60194767896884,2.24499212626525,2.05132711219182,2.00786533860038,1.7401998670109,1.45580643077113,0.851785738539438,1.44084519186809
BRP44,1.70993231331651,1.8931576300537,2.63895547614563,2.9976129120974,1.64919168025159,1.32092199841838,1.42089708385065,2.86338796944673,1.89314661426328,1.55449246555494
C16orf93,2.75647298403695,2.03872169072625,2.32337407352929,1.16896115006524,2.08676748878612,2.80799859280737,1.98875449608325,1.86671069532342,2.43462438192509,2.11995979204019
CD34,2.60877302070149,4.97562556911442,4.67317551950789,4.67591598813095,1.98135632160246,2.50427066671052,2.69361293341227,4.65764971736588,4.67845196284172,3.26956810102307
MAP3K1,1.48957639072397,2.63685941743185,2.46673733297622,3.44099811436048,1.45710182094375,0.917606298583647,1.49379633234134,3.01858586617918,2.31074655124531,1.82474545594728
PCSK91,1.42767807779482,3.07796861609944,3.10345388223904,4.10179446507996,1.33828101185631,1.34249968994925,1.28106984032977,3.37681798018856,2.85466003553041,1.77101104954385
PPP1R12C-Exon2,3.25790736587267,2.47159235099466,3.29507781124126,3.50537685906683,2.87148959466468,3.04413483641596,2.29914282365008,3.23452564936808,2.39852479547199,3.17183647218205
TPH22,2.39626322877768,0.880063823093668,1.50512547687607,3.06540948635965,1.71068319563931,1.76628221802696,1.45829517493632,1.92334615426942,0.664471656178617,1.38397074493758
XRCC6,1.85343939723217,2.47161155002983,2.59614784159905,3.46805864016975,0.936580929284725,0.880446314356094,1.40934495880823,2.59038747599321,2.47808802444545,1.25101643579775
