A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,1.38738703075721,2.4428438339837,2.82383510731064,2.93262162615446,4.44994497233468,3.82110461386245,3.45716059065796,1.69037228735662,1.34776485003373,3.36044638795799,1.43646144698255,1.68389305874912,1.19312208728688,3.49812918183027,3.21905332175005,3.50729549971334,2.2194000930039,2.53927467630225,1.63532174184778,1.65381064930358
AR,2.01060613049849,1.43491611253499,1.7107561141505,1.96640674993863,3.05652054746936,2.87894276285856,3.07889388443287,1.46466985302219,1.7956782596498,2.68490896387715,1.54078854289343,1.28969509168061,1.32281127866227,2.40959959923433,2.56504286131521,1.85233746435441,1.5156136755083,1.4303093014936,1.55152018502915,1.4817584911161
ATP5G1,4.41437137250882,2.89802692183843,1.55340012176126,2.72582804553185,3.80383282756932,3.13606791184819,3.11454971114418,3.59394033044641,3.80651857803421,3.17860867902501,3.4810796468091,3.34190674872234,2.96886660706538,2.82315930876632,3.15520415791964,3.87345055906649,3.61779783549502,1.58593915460923,2.71356742657033,3.89319469526965
BRP44,2.67597239423428,1.81408477627504,1.19355814794369,2.09964063855126,2.91015762543262,2.79845150742237,2.50004801771666,2.19500534011734,2.31851146540643,2.39391387869255,2.10073462512285,2.07546298568945,1.63832564199186,2.26054079334043,2.17751622206939,2.99379967707565,2.42224676441085,1.09708474873082,1.57065759130327,2.63297683480008
C16orf93,3.90682776210832,2.71111378018318,1.676296887409,2.54049664019673,3.07986356947586,2.72435621030778,2.93049550155744,3.02859315899847,3.34559236646008,3.23672117168724,3.20914370993081,2.8443856921016,2.60156117304512,2.40957114730668,2.79268718507132,3.5962580620198,3.34878897788265,1.81893758949401,2.5857716875619,3.59437580735136
C17orf96,3.12527214651149,1.83502788432345,1.71003463015735,2.10590617682857,2.96857611912967,2.21411713466101,2.56575525787433,1.89417213637115,2.59088492184651,2.75078465047767,2.45017346834958,1.97257022128657,2.02070829535315,2.00399630601005,1.94046318587561,2.85136611600595,2.16350810607789,1.6548652559134,2.04964823681165,2.48403514234192
C1orf204,2.90169187751157,1.93667708748799,1.20275898309455,1.80519687196961,2.70922425005168,1.66023585648179,1.78748906110856,2.06174544920441,2.05193089475639,1.95128529997436,2.1177063327156,1.84273504679439,1.83832516713431,1.57581230643009,2.06111693680759,2.85967489147694,2.17009607287167,1.25523788700236,1.61147905679824,2.325878185305
CD34,2.25286292386321,2.69872626731672,3.44745887397965,3.62228845450663,3.91615797680039,3.99742687504359,4.11133949646659,1.53176869293205,1.60099322931141,3.78329418301424,1.76626728106428,1.49174170766924,2.04425565623486,3.41706994653206,3.88638376243427,3.21320515248324,1.92122125453701,3.47228709394122,2.26928829460113,1.68889746028824
FAM159B,3.95226665237756,2.98851249580164,2.44867136516015,3.42073361653762,4.08311334248356,3.9051449706537,3.92842062764179,2.64489612929817,2.41847410446026,3.06693979968467,3.00873308192684,2.27579606612013,2.5915023017951,3.50135271611187,3.30258648692297,3.82569270858262,2.68354646895861,2.47569207709754,2.40454689501438,2.99282168461319
HBXIP,2.59768260258554,2.16433200155603,1.61783153178895,2.15333531866765,2.85234338122082,3.23809011882577,3.05058257139304,2.07819605583259,2.47741930557875,3.77712867381785,2.32474324806827,2.02364043842631,1.70572664674681,2.47166482989205,2.56918971743809,2.99475985577099,2.63681070556501,1.58320837929087,2.10153334802435,2.63825374142418
MAP3K1,1.51532855211036,1.42930285352439,1.52972133583025,1.87634442472262,2.77119258818003,2.39258369342971,2.30437952707529,0.984856240891628,1.05103712438324,2.60863327495806,0.817540121297318,0.85514677282033,1.10340047676639,1.90342539294926,2.41997787868966,2.08568215939857,1.23798118752573,1.43991904431933,1.21656190509069,1.12725879778837
ODZ3,2.92686505291664,3.98771624233498,5.07219318569923,5.28780324028992,5.40498649395174,5.69064440508343,5.88714027728443,2.56306882118912,2.32098234071726,5.99576354824972,2.71127406336,2.10281550854499,3.04163856256439,5.00136610649546,5.73623054160141,4.2291543907503,2.70339483477018,5.13526684938236,3.52830498165856,2.32343816580219
PCSK91,2.03710952906131,1.84604448171545,1.65023930198428,2.33375584771181,2.74385583007917,2.60269023229214,2.82590396968906,1.37478693827345,1.57965035939003,2.74662863449872,1.57429084035499,1.16942915345397,1.44609683460104,1.96727589995929,2.58228080441606,2.4588638475515,1.64631416291928,1.73006521752503,1.48522555474411,1.70257469250793
