A2LD1,ATP5G1,BRP44,C16orf93,CD34,MAP3K1,PCSK91,PPP1R12C-Exon2,TPH22,XRCC6
A2LD1,1.18204439868551,3.48512785420577,3.32419445420984,3.91491684286614,1.5889979658397,1.34563085216215,1.39531605437465,3.41501976475504,3.25164355811505,2.23359971245281
ATP5G1,2.55621529890945,0.691200622329186,1.32957169034085,2.26693797524624,1.93744415358552,1.94337989491591,1.62531129262319,1.48353705565239,0.669741307878927,1.40025531759782
BRP44,1.29628617028003,1.42340964704867,2.02988555652294,3.05385921823876,1.23479432791328,0.868981032061137,1.09374741860974,2.30552373844139,1.30805376942168,1.15282529235382
C16orf93,3.58674164319379,2.20261715159305,2.55689617493576,1.20573289996183,2.38814316488821,3.35954526945449,2.64150842388238,1.85951297182682,2.93089941195733,2.7168205692712
CD34,2.53273043842332,4.53337896779867,4.43824557906708,5.24471705279135,1.70841404520795,1.95523290288248,2.4818775469112,4.95432131027595,4.20311131210225,2.98777727608782
MAP3K1,1.67811723174375,2.74934447226944,2.39811561805228,4.57488324256551,1.3178788080464,0.914265272680128,1.65914512846639,3.41857611377876,2.23554307782785,2.0099358947311
PCSK91,1.36876291121554,2.98607803274089,3.16439143056408,3.89844925322747,1.22309342825108,1.27169801909344,1.30027184466653,3.20233757339579,2.86627346425131,1.76255496519309
PPP1R12C-Exon2,3.22398710343481,2.57239372199829,3.03688686940145,2.33849404529831,2.3246788547019,2.82985041488399,2.47999832566988,2.32467901116059,2.54527740836891,2.82775759721707
TPH22,2.40326369796628,0.70143738124665,1.47963554577404,3.09393747705827,1.68328099804021,1.6480172024562,1.47191406557302,1.77112888621428,0.526008252042094,1.16131506239388
XRCC6,1.65649073008393,1.82603589802822,2.23583885697617,1.92745809175963,0.830989373401845,1.01047762682887,1.19493840806774,1.94814571509081,2.01936845013449,1.22458070949459
