left_rc_nhej_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_inout_indicators,other_right_mutations,rightonly_rc_inout_indicators,right_nearly_ki,is_nonspecific_outout_indicators,other_left_mutations,untreated,OTHERS,SUBSTITUTION_EDITING,left_nhej_ki,both_inout_indicators,LEFT_OTHER_MUATIONS,is_untreated,has_leftinout_indicators,has_rightinout_indicators,overall_edited_substitution,overall_edited_deletion,RIGHT_NO_DETECTED,rightonly_inout_indicators,left_rc_imperfect_ki_complex,right_perfect_ki,right_rc_nhej_ki,has_outout_reversible_indicators,is_perfect_ki_has_leftinout_indicators,right_nhej_ki,no_leftinout_rc_indicators,other_left_rc_mutations,leftonly_inout_indicators,multiple_outout_indicators,left_nearly_ki,no_leftinout_indicators,has_outout_rc_indicators,has_outout_indicators,LEFT_PRECISE_KNOCK_IN,LEFT_NO_DETECTED,RIGHT_OTHER_MUATIONS,leftonly_rc_inout_indicators,is_nearly_rightinout_ki,INSERT_EDITING,left_imperfect_ki_complex,has_outout_no_indicators,right_imperfect_ki_complex,no_rightinout_rc_indicators,unexpected_mutations,is_treated,has_multi_rightinout_indicators,other_right_rc_mutations,UNTREATED,has_edited_fragment_seq_in_other,no_rightinout_indicators,left_perfect_ki,overall_edited_insertion,has_outout_any_indicators,right_rc_imperfect_ki_complex,is_perfect_outout_ki,is_nearly_leftinout_ki,donor_insertion,LEFT_IMPRECISE_KNOCK_IN,total,no_outout_indicators,DELETION_EDITING,both_rc_inout_indicators,has_multi_leftinout_indicators,is_perfect_ki_has_rightinout_indicators,PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,RIGHT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE_KNOCK_IN
0,0,5,0,0,0,0,0,0,35416,0,0,0,0,0,0,0,0,5,35421,0,0,0,0,0,0,0,35421,0,0,0,0,35421,5,0,0,35421,0,0,0,0,0,35416,0,35421,0,5,0,0,0,0,35421,0,0,5,0,0,0,0,0,35421,35416,5,0,0,0,0,0,0,0,0
