has_outout_any_indicators,LEFT_PRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,has_multi_rightinout_indicators,OTHERS,SUBSTITUTION_EDITING,is_perfect_outout_ki,right_nhej_ki,LEFT_NO_DETECTED,has_outout_reversible_indicators,donor_insertion,has_outout_rc_indicators,RIGHT_OTHER_MUATIONS,other_left_mutations,other_left_rc_mutations,right_rc_nhej_ki,INSERT_EDITING,DELETION_EDITING,is_perfect_ki_has_rightinout_indicators,leftonly_inout_indicators,left_nhej_ki,total,overall_edited_substitution,is_nearly_leftinout_ki,no_inout_indicators,left_perfect_ki,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_indicators,other_right_rc_mutations,has_edited_fragment_seq_in_other,unexpected_mutations,RIGHT_PRECISE_KNOCK_IN,left_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,no_outout_indicators,no_leftinout_rc_indicators,overall_edited_insertion,UNTREATED,multiple_outout_indicators,other_right_mutations,RIGHT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,right_nearly_ki,right_rc_imperfect_ki_complex,LEFT_OTHER_MUATIONS,both_inout_indicators,no_leftinout_indicators,RIGHT_NO_DETECTED,has_leftinout_indicators,is_nearly_rightinout_ki,right_imperfect_ki_complex,left_rc_nhej_ki,overall_edited_deletion,is_treated,both_rc_inout_indicators,untreated,IMPRECISE_KNOCK_IN,right_perfect_ki,has_outout_no_indicators,is_untreated,left_rc_imperfect_ki_complex,is_nonspecific_outout_indicators,has_multi_leftinout_indicators,no_rightinout_rc_indicators,left_nearly_ki,no_rightinout_indicators,has_rightinout_indicators,rightonly_inout_indicators,rightonly_rc_inout_indicators
947,0,0,0,0,0,99,0,0,0,1046,0,0,947,0,0,0,0,360,355,0,0,0,1046,0,0,947,0,0,0,0,0,0,0,0,0,99,1046,360,232,0,0,0,0,0,0,0,0,1046,1046,0,0,0,0,355,715,0,232,0,0,99,232,0,0,0,1046,0,1046,0,0,0
