is_perfect_outout_ki,has_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_perfect_ki,right_rc_nhej_ki,no_leftinout_rc_indicators,has_outout_reversible_indicators,is_treated,other_left_mutations,right_rc_imperfect_ki_complex,has_outout_rc_indicators,other_left_rc_mutations,is_perfect_ki_has_rightinout_indicators,has_multi_rightinout_indicators,donor_insertion,has_leftinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,total,is_nonspecific_outout_indicators,has_multi_leftinout_indicators,no_rightinout_rc_indicators,left_imperfect_ki_complex,is_nearly_rightinout_ki,both_inout_indicators,leftonly_inout_indicators,right_nearly_ki,right_imperfect_ki_complex,untreated,RIGHT_PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,leftonly_rc_inout_indicators,OTHERS,has_outout_any_indicators,PRECISE_KNOCK_IN,UNTREATED,INSERT_EDITING,overall_edited_deletion,is_untreated,rightonly_inout_indicators,no_inout_indicators,other_right_mutations,left_rc_nhej_ki,unexpected_mutations,LEFT_NO_DETECTED,RIGHT_OTHER_MUATIONS,SUBSTITUTION_EDITING,is_nearly_leftinout_ki,has_outout_indicators,left_nearly_ki,has_outout_no_indicators,no_outout_indicators,IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,RIGHT_NO_DETECTED,overall_edited_substitution,LEFT_PRECISE_KNOCK_IN,right_perfect_ki,no_rightinout_indicators,both_rc_inout_indicators,no_leftinout_indicators,other_right_rc_mutations,is_perfect_ki_has_leftinout_indicators,left_nhej_ki,left_rc_imperfect_ki_complex,rightonly_rc_inout_indicators,right_nhej_ki,DELETION_EDITING,LEFT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,overall_edited_insertion
0,0,0,0,0,19854,0,14667,0,0,19077,0,0,0,0,0,0,19854,0,0,19854,0,0,0,0,0,0,4410,0,0,0,777,19077,0,4410,2329,12338,4410,0,19077,0,0,0,19854,0,0,0,0,0,777,777,0,0,0,19854,0,0,0,19854,0,19854,0,0,0,0,0,0,12338,0,0,2329
