total,no_leftinout_indicators,left_imperfect_ki_complex,no_rightinout_rc_indicators,overall_edited_substitution,overall_edited_insertion,PRECISE_KNOCK_IN,both_rc_inout_indicators,multiple_outout_indicators,has_outout_no_indicators,RIGHT_NO_DETECTED,no_inout_indicators,no_rightinout_indicators,IMPRECISE_KNOCK_IN,has_rightinout_indicators,right_perfect_ki,untreated,is_perfect_ki_has_rightinout_indicators,is_nearly_leftinout_ki,right_imperfect_ki_complex,has_outout_rc_indicators,has_multi_leftinout_indicators,right_nhej_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_rc_inout_indicators,left_rc_imperfect_ki_complex,right_rc_nhej_ki,is_nearly_rightinout_ki,OTHERS,other_right_mutations,DELETION_EDITING,UNTREATED,leftonly_rc_inout_indicators,is_untreated,is_perfect_ki_has_leftinout_indicators,left_nearly_ki,left_nhej_ki,other_left_mutations,LEFT_IMPRECISE_KNOCK_IN,has_leftinout_indicators,has_multi_rightinout_indicators,left_perfect_ki,has_outout_reversible_indicators,other_left_rc_mutations,LEFT_OTHER_MUATIONS,no_leftinout_rc_indicators,donor_insertion,INSERT_EDITING,right_nearly_ki,RIGHT_PRECISE_KNOCK_IN,rightonly_inout_indicators,no_outout_indicators,has_edited_fragment_seq_in_other,is_treated,is_nonspecific_outout_indicators,leftonly_inout_indicators,left_rc_nhej_ki,RIGHT_IMPRECISE_KNOCK_IN,unexpected_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,both_inout_indicators,has_outout_any_indicators,right_rc_imperfect_ki_complex,other_right_rc_mutations,LEFT_NO_DETECTED,overall_edited_deletion,has_outout_indicators,is_perfect_outout_ki,RIGHT_OTHER_MUATIONS
8295,8295,0,8295,4,3023,0,0,0,253,8295,8042,8295,0,0,0,2284,0,0,0,8042,0,0,0,0,0,0,0,253,0,2731,2284,0,2284,0,0,0,0,0,0,0,0,0,0,0,8295,0,3023,0,0,0,253,0,5758,0,0,0,0,0,0,0,4,0,8042,0,0,8295,2731,0,0,0
