left_imperfect_ki_complex,is_untreated,rightonly_rc_inout_indicators,DELETION_EDITING,has_edited_fragment_seq_in_other,leftonly_rc_inout_indicators,is_perfect_ki_has_rightinout_indicators,LEFT_IMPRECISE_KNOCK_IN,has_rightinout_indicators,right_nearly_ki,RIGHT_OTHER_MUATIONS,untreated,is_perfect_ki_has_leftinout_indicators,leftonly_inout_indicators,right_rc_nhej_ki,other_left_mutations,right_imperfect_ki_complex,left_rc_imperfect_ki_complex,INSERT_EDITING,rightonly_inout_indicators,overall_edited_deletion,other_right_mutations,no_leftinout_indicators,left_perfect_ki,no_rightinout_rc_indicators,left_nhej_ki,other_left_rc_mutations,OTHERS,has_outout_no_indicators,IMPRECISE_KNOCK_IN,no_rightinout_indicators,RIGHT_NO_DETECTED,no_inout_indicators,has_multi_leftinout_indicators,donor_insertion,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,is_perfect_outout_ki,SUBSTITUTION_EDITING,is_nearly_rightinout_ki,right_perfect_ki,right_nhej_ki,PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,is_nearly_leftinout_ki,has_outout_any_indicators,both_inout_indicators,no_leftinout_rc_indicators,overall_edited_substitution,total,has_outout_rc_indicators,has_leftinout_indicators,left_nearly_ki,UNTREATED,RIGHT_PRECISE_KNOCK_IN,LEFT_PRECISE_KNOCK_IN,overall_edited_insertion,LEFT_NO_DETECTED,multiple_outout_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,other_right_rc_mutations,right_rc_imperfect_ki_complex,has_multi_rightinout_indicators,no_outout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_treated,both_rc_inout_indicators,unexpected_mutations,has_outout_indicators,left_rc_nhej_ki
0,391,0,320,0,0,0,0,0,0,0,391,0,0,0,0,0,0,804,0,320,0,1843,0,1843,0,0,328,211,0,1843,1843,1630,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,1843,0,1843,1632,0,0,391,0,0,804,1843,2,0,2,0,0,0,211,0,1241,0,115,0,0
