is_perfect_outout_ki,is_nearly_rightinout_ki,is_treated,left_rc_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,has_outout_any_indicators,no_leftinout_indicators,untreated,RIGHT_NO_DETECTED,IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,no_leftinout_rc_indicators,other_right_mutations,is_untreated,has_outout_indicators,multiple_outout_indicators,has_leftinout_indicators,DELETION_EDITING,unexpected_mutations,no_inout_indicators,LEFT_PRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,both_rc_inout_indicators,no_rightinout_indicators,right_nearly_ki,has_edited_fragment_seq_in_other,both_inout_indicators,PRECISE_KNOCK_IN,right_rc_nhej_ki,RIGHT_PRECISE_KNOCK_IN,no_outout_indicators,left_nhej_ki,left_imperfect_ki_complex,right_rc_imperfect_ki_complex,LEFT_NO_DETECTED,rightonly_rc_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_rc_inout_indicators,UNTREATED,INSERT_EDITING,OTHERS,RIGHT_OTHER_MUATIONS,SUBSTITUTION_EDITING,leftonly_inout_indicators,right_nhej_ki,total,has_rightinout_indicators,overall_edited_deletion,right_perfect_ki,left_rc_nhej_ki,other_right_rc_mutations,is_perfect_ki_has_rightinout_indicators,has_outout_rc_indicators,other_left_mutations,overall_edited_substitution,has_multi_leftinout_indicators,has_outout_reversible_indicators,donor_insertion,left_perfect_ki,right_imperfect_ki_complex,is_nearly_leftinout_ki,other_left_rc_mutations,has_outout_no_indicators,is_nonspecific_outout_indicators,overall_edited_insertion,no_rightinout_rc_indicators,left_nearly_ki
0,0,65312,0,0,0,0,92806,100602,27494,100602,0,0,100602,0,27494,0,0,0,40775,0,92806,0,0,0,0,0,100602,0,0,0,0,0,0,7796,0,0,0,100602,0,0,0,27494,24123,7796,0,414,0,0,100602,0,40775,0,0,0,0,92806,0,414,0,0,0,0,0,0,0,7796,0,24123,100602,0
