0,1,2,3,4,5,6,7
,,"Deletion
(8058 reads)","Insertion
(16151 reads)",,"Unmodified
(2908 reads)",,"UC(Other)
(1313 reads)"
0,0,8058,16151,0,2908,0,1313
0.0,0.0,28.343299331691874,56.809708054871614,0.0,10.228631727048892,0.0,4.618360886387618
