overall_edited_substitution,right_perfect_ki,no_leftinout_rc_indicators,RIGHT_IMPRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,is_perfect_ki_has_rightinout_indicators,leftonly_inout_indicators,has_edited_fragment_seq_in_other,is_perfect_outout_ki,rightonly_inout_indicators,is_untreated,LEFT_PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,PRECISE_KNOCK_IN,overall_edited_deletion,right_rc_nhej_ki,has_outout_rc_indicators,has_outout_any_indicators,both_rc_inout_indicators,no_rightinout_indicators,has_outout_no_indicators,overall_edited_insertion,donor_insertion,has_outout_reversible_indicators,rightonly_rc_inout_indicators,other_left_rc_mutations,both_inout_indicators,no_rightinout_rc_indicators,is_nearly_leftinout_ki,RIGHT_OTHER_MUATIONS,is_perfect_ki_has_leftinout_indicators,no_inout_indicators,other_right_rc_mutations,DELETION_EDITING,left_rc_nhej_ki,left_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,multiple_outout_indicators,left_nearly_ki,SUBSTITUTION_EDITING,left_imperfect_ki_complex,is_nearly_rightinout_ki,has_outout_indicators,no_outout_indicators,untreated,has_multi_rightinout_indicators,has_leftinout_indicators,unexpected_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_nonspecific_outout_indicators,other_right_mutations,has_multi_leftinout_indicators,right_rc_imperfect_ki_complex,OTHERS,right_nhej_ki,LEFT_IMPRECISE_KNOCK_IN,RIGHT_NO_DETECTED,right_imperfect_ki_complex,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,other_left_mutations,total,left_perfect_ki,right_nearly_ki,LEFT_NO_DETECTED,left_nhej_ki,UNTREATED,no_leftinout_indicators,is_treated,INSERT_EDITING,IMPRECISE_KNOCK_IN
1,0,4252,0,0,0,0,0,0,0,516,0,0,0,2835,0,3746,3746,0,4252,506,394,0,0,0,0,0,4252,0,0,0,3746,0,2835,0,0,0,0,0,1,0,0,0,506,516,0,0,0,0,0,0,0,0,506,0,0,4252,0,0,0,0,4252,0,0,4252,0,516,4252,3230,394,0
