left_rc_imperfect_ki_complex,total,has_outout_indicators,unexpected_mutations,no_rightinout_rc_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_nearly_leftinout_ki,both_inout_indicators,no_leftinout_rc_indicators,rightonly_inout_indicators,donor_insertion,IMPRECISE_KNOCK_IN,has_outout_any_indicators,left_nearly_ki,other_right_rc_mutations,is_perfect_ki_has_rightinout_indicators,overall_edited_substitution,other_left_rc_mutations,RIGHT_NO_DETECTED,multiple_outout_indicators,rightonly_rc_inout_indicators,overall_edited_deletion,right_rc_imperfect_ki_complex,no_outout_indicators,right_imperfect_ki_complex,other_left_mutations,untreated,SUBSTITUTION_EDITING,INSERT_EDITING,RIGHT_PRECISE_KNOCK_IN,no_inout_indicators,has_leftinout_indicators,left_rc_nhej_ki,both_rc_inout_indicators,UNTREATED,LEFT_PRECISE_KNOCK_IN,is_perfect_ki_has_leftinout_indicators,left_perfect_ki,LEFT_NO_DETECTED,is_nearly_rightinout_ki,other_right_mutations,has_multi_rightinout_indicators,OTHERS,left_imperfect_ki_complex,is_nonspecific_outout_indicators,no_leftinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_nhej_ki,has_outout_rc_indicators,has_outout_no_indicators,has_outout_reversible_indicators,leftonly_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_multi_leftinout_indicators,right_nearly_ki,LEFT_OTHER_MUATIONS,is_treated,is_untreated,LEFT_IMPRECISE_KNOCK_IN,overall_edited_insertion,right_perfect_ki,RIGHT_OTHER_MUATIONS,right_rc_nhej_ki,no_rightinout_indicators,has_edited_fragment_seq_in_other,is_perfect_outout_ki,has_rightinout_indicators,leftonly_rc_inout_indicators,DELETION_EDITING,right_nhej_ki,PRECISE_KNOCK_IN
0,2906,0,0,2906,0,0,0,2906,0,0,0,2716,0,0,0,0,0,2906,0,0,332,0,190,0,0,1183,0,1201,0,2716,0,0,0,1183,0,0,0,2906,0,0,0,190,0,0,2906,0,0,2716,190,0,0,0,0,0,0,1533,1183,0,1201,0,0,0,2906,0,0,0,0,332,0,0
