RIGHT_IMPRECISE KNOCK_IN_COMPLEX,overall_edited_substitution,no_outout_indicators,untreated,RIGHT_PRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,other_right_mutations,donor_insertion,has_outout_no_indicators,is_perfect_ki_has_leftinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,has_outout_any_indicators,rightonly_inout_indicators,left_nearly_ki,leftonly_rc_inout_indicators,right_rc_nhej_ki,LEFT_NO_DETECTED,right_imperfect_ki_complex,has_edited_fragment_seq_in_other,is_treated,other_left_mutations,unexpected_mutations,has_outout_indicators,left_perfect_ki,has_leftinout_indicators,other_left_rc_mutations,rightonly_rc_inout_indicators,right_nhej_ki,no_leftinout_indicators,right_rc_imperfect_ki_complex,total,is_nearly_rightinout_ki,left_nhej_ki,right_nearly_ki,has_outout_reversible_indicators,has_rightinout_indicators,INSERT_EDITING,LEFT_PRECISE_KNOCK_IN,no_inout_indicators,no_rightinout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,multiple_outout_indicators,both_inout_indicators,is_perfect_outout_ki,has_multi_leftinout_indicators,left_imperfect_ki_complex,SUBSTITUTION_EDITING,UNTREATED,overall_edited_insertion,IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,both_rc_inout_indicators,DELETION_EDITING,LEFT_IMPRECISE_KNOCK_IN,other_right_rc_mutations,RIGHT_NO_DETECTED,no_rightinout_rc_indicators,right_perfect_ki,is_perfect_ki_has_rightinout_indicators,is_nearly_leftinout_ki,leftonly_inout_indicators,LEFT_OTHER_MUATIONS,overall_edited_deletion,PRECISE_KNOCK_IN,OTHERS,is_nonspecific_outout_indicators,RIGHT_OTHER_MUATIONS,has_outout_rc_indicators,no_leftinout_rc_indicators,is_untreated,left_rc_nhej_ki
0,0,196,3282,0,0,0,0,196,0,0,24143,0,0,0,0,24339,0,0,20861,0,0,0,0,0,0,0,0,24339,0,24339,0,0,0,0,0,17309,0,24143,24339,0,0,0,0,0,0,0,3282,17309,0,0,0,3552,0,0,24339,24339,0,0,0,0,0,3552,0,196,0,0,24143,24339,3282,0
