both_inout_indicators,LEFT_OTHER_MUATIONS,overall_edited_substitution,no_inout_indicators,right_nearly_ki,LEFT_PRECISE_KNOCK_IN,no_rightinout_rc_indicators,right_perfect_ki,donor_insertion,untreated,LEFT_IMPRECISE KNOCK_IN_COMPLEX,RIGHT_IMPRECISE_KNOCK_IN,no_rightinout_indicators,left_rc_nhej_ki,RIGHT_OTHER_MUATIONS,RIGHT_NO_DETECTED,OTHERS,right_nhej_ki,has_outout_rc_indicators,is_treated,SUBSTITUTION_EDITING,other_right_rc_mutations,left_perfect_ki,has_outout_indicators,rightonly_rc_inout_indicators,is_perfect_ki_has_leftinout_indicators,has_leftinout_indicators,IMPRECISE_KNOCK_IN,both_rc_inout_indicators,is_nearly_leftinout_ki,has_outout_reversible_indicators,left_nhej_ki,no_outout_indicators,has_multi_leftinout_indicators,RIGHT_PRECISE_KNOCK_IN,has_multi_rightinout_indicators,is_untreated,total,right_imperfect_ki_complex,overall_edited_insertion,other_left_rc_mutations,LEFT_NO_DETECTED,is_perfect_ki_has_rightinout_indicators,rightonly_inout_indicators,right_rc_imperfect_ki_complex,has_rightinout_indicators,PRECISE_KNOCK_IN,DELETION_EDITING,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,left_imperfect_ki_complex,has_edited_fragment_seq_in_other,is_perfect_outout_ki,UNTREATED,left_rc_imperfect_ki_complex,unexpected_mutations,other_right_mutations,is_nonspecific_outout_indicators,is_nearly_rightinout_ki,has_outout_no_indicators,right_rc_nhej_ki,no_leftinout_rc_indicators,has_outout_any_indicators,no_leftinout_indicators,multiple_outout_indicators,leftonly_inout_indicators,INSERT_EDITING,leftonly_rc_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,other_left_mutations,overall_edited_deletion,left_nearly_ki
0,0,0,2368,0,0,2678,0,0,597,0,0,2678,0,0,2678,310,0,0,1771,0,0,0,2368,0,0,0,0,0,0,0,0,310,0,0,0,597,2678,0,261,0,2678,0,0,0,0,0,1510,0,0,0,0,597,0,0,0,0,0,310,0,2678,2368,2678,0,0,261,0,0,0,1510,0
