0,1,2,3,4,5,6,7
,,"Deletion
(14043 reads)","Insertion
(1080 reads)",,"Unmodified
(12006 reads)",,"UC(Other)
(474 reads)"
0,0,14043,1080,0,12006,0,474
0.0,0.0,50.87490490164113,3.9126181936746005,0.0,43.495272253015976,0.0,1.717204651668297
