V1
:10D,194
:10D:mh3,72
:11D,187
:12D,138
:12D:mh1,20
:13D,65
:13D:mh1,61
:14D:mh1,22
:15D,13
:15D:mh1,1
:15D:mh2,28
:16D,20
:16D:mh1,20
:16D:mh2,29
:17D,21
:17D:mh1,18
:17D:mh2,21
:18D,5
:18D:mh1,25
:19D:mh1,6
:1D,1685
:1I:A,5899
:1I:W,2
:1I:Y,191
:20D,18
:20D:mh2,3
:21D,12
:21D:mh2,15
:21D:mh3,28
:21D:mh5,393
:22D,5
:22D:mh1,5
:22D:mh4,62
:23D,11
:23D:mh1,46
:24D,45
:24D:mh2,61
:25D,2
:26D,7
:27D,21
:27D:mh4,46
:28D,12
:28D:mh4,63
:29D,23
:2D:mh1,1298
:2D:mh2,332
:30D,87
:30D:mh2,46
:31D,1
:31D:mh1,3
:32D,1
:33D,41
:34D,31
:35D,51
:36D,441
:37D,3
:39D:mh2,23
:3D,368
:40D,1
:43D,3
:44D,59
:45D,34
:49D,7
:4D,33
:4D:mh4,1362
:5D,317
:6D,159
:6D:mh1,4
:6D:mh2,92
:7D,131
:7D:mh2,128
:8D,9
:8D:mh1,72
:9D,124
:9D:mh1,34
