,
WT1,8.37905291910439,8.37905291910439
WT2,8.73406886181928,8.73406886181928
WT3,8.29304697349894,8.29304697349894
T41,9.30120526410942,9.30120526410942
T42,8.97074345832988,8.97074345832988
T43,9.03328313887727,9.03328313887727
GB1,8.3757719409351,8.3757719409351
GB2,8.51266468711732,8.51266468711732
GB3,7.97692976421148,7.97692976421148
HifiH1,7.85894995264685,7.85894995264685
HifiH2,7.19122211926634,7.19122211926634
HifiH3,7.1590366834672,7.1590366834672
HifiH41,7.83432854475393,7.83432854475393
HifiH42,8.37083887983535,8.37083887983535
HifiH43,8.27844145098651,8.27844145098651
HifiHB1,7.25637793907496,7.25637793907496
HifiHB2,7.0050735233249,7.0050735233249
HifiHB3,7.10155519077941,7.10155519077941
