A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,3.27123942208037,8.09810737279553,7.15156066072227,6.56069231774448,8.99859153558955,8.7754096631092,8.6815607318422,8.58894694767858,9.91982769027543,9.23249307810392,9.90498355186502,8.87742416515233,7.34609024244872,7.03074737275791,7.39308208725733,10.0906662020867,5.8015886866962,5.48922778031717,8.45292608015111,9.20140749228565
AR,7.56776176696394,3.9577322076522,5.08220121007391,9.03061470215854,10.2136028384613,10.2616892839184,10.0035300196555,8.78143395531559,9.09855258747934,10.5235996675411,8.02667423562005,8.68591289021755,4.41754854301043,8.39164454627358,9.66451679255437,7.97747185885026,5.31822905994046,6.69210881842064,4.04573389451258,2.71812055052865
ATP5G1,8.6406584938477,6.90236284667088,1.87764022605565,7.68237791036383,9.50458202873012,9.48074377844617,9.13675479408992,7.7652554721944,8.25817912008469,9.60518197176748,7.43805776943542,7.38759250022959,6.92645787470059,6.47348120906814,7.34458645376258,9.59589712008982,8.07057603968951,4.25456714536197,5.51344776561719,8.58009388619697
BRP44,5.44869950672405,5.95995032671888,6.13919494449357,6.43441375259581,8.76895750646051,6.2286740525786,6.66092927720183,7.83320602936766,7.83259635553363,7.14976174908464,7.50304498221634,7.74529125602197,5.4560766954119,7.78605641078516,7.89372263170789,9.1425413067867,7.11044134887613,4.78135594111887,6.84265689415859,7.89484664073444
C16orf93,8.50585424696088,4.6682195858116,4.70783808173733,6.13320437570455,8.29304697349894,8.51234147976308,9.04352029985523,7.31604507092995,8.18227973214186,8.8849587560521,7.90133427854078,7.488974232359,4.90434991758034,7.47333248281921,6.64247720870708,8.21783637990979,8.33040935323794,5.15557748595561,5.0027334640037,5.86879777351919
C17orf96,8.55697702914262,9.00602854389027,7.21626854128695,8.51618828842746,10.0597224985052,4.69746005752324,6.40641435173062,9.56836625803528,10.4816088106179,7.33418702279089,9.77040094833518,9.45782731297239,7.90359457580877,7.37245811946985,8.69532224324139,10.9210535208549,8.39872051027254,6.16092043613865,8.9365345892681,10.5933962748885
C1orf204,7.63063362105619,7.81028550416555,6.77414038586478,8.33585485657803,10.0542300045059,6.21196340693261,4.48881463534569,9.3502261960868,10.0688608213588,7.35779183881817,9.50724744900225,9.29952423020675,6.59442990490722,8.66989124548597,9.14140386033466,10.4696641125545,7.50943540948015,6.08094012523475,7.13303329368232,8.16046756779767
CD34,8.90094959290275,8.43827991560727,7.34823755263971,9.2140446413684,11.0637571768555,11.1482635169241,11.3576199398791,1.65073373557507,3.10619330579108,11.4769199201346,3.62055259036374,2.60099459892729,8.89631825645893,9.64432500808694,10.2379960050273,11.1289511285168,8.51851035872346,9.49980605108608,8.82998445853487,9.75589707241029
FAM159B,7.36611998372619,5.67227863589775,5.31196300047759,6.99751095312651,8.26054347167437,8.50249185705332,8.24155554430792,4.02311602304909,2.12590721393844,8.6239688572838,3.56862521012038,3.81733754239926,5.06168452082478,7.60181473059554,7.31853852768462,8.61114333565333,7.30679004057282,4.46541794148638,4.71492095170373,6.49774926648138
HBXIP,7.6448094786913,6.53852487031443,5.46846817900933,5.74440683826606,8.49561031055013,4.90230857239553,5.31755671468773,8.28003080540821,9.20925185538724,1.3957861111862,8.97307037342181,8.36856915590691,6.44689640156053,8.26094082765744,6.91715137141175,9.90138637717935,7.3473933454178,5.2539250968589,6.76024389518964,7.85201348468052
