rightonly_inout_indicators,no_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,has_multi_leftinout_indicators,total,other_left_rc_mutations,is_treated,has_leftinout_indicators,overall_edited_deletion,PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,RIGHT_NO_DETECTED,overall_edited_substitution,has_outout_rc_indicators,has_outout_no_indicators,is_untreated,rightonly_rc_inout_indicators,other_right_mutations,IMPRECISE_KNOCK_IN,has_outout_any_indicators,left_nhej_ki,OTHERS,is_nearly_leftinout_ki,right_rc_nhej_ki,LEFT_PRECISE_KNOCK_IN,left_nearly_ki,right_imperfect_ki_complex,is_perfect_ki_has_leftinout_indicators,right_nearly_ki,right_nhej_ki,no_leftinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,LEFT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_rc_inout_indicators,untreated,donor_insertion,UNTREATED,SUBSTITUTION_EDITING,leftonly_inout_indicators,other_right_rc_mutations,overall_edited_insertion,left_rc_imperfect_ki_complex,RIGHT_IMPRECISE_KNOCK_IN,no_leftinout_indicators,is_nonspecific_outout_indicators,other_left_mutations,no_rightinout_indicators,INSERT_EDITING,no_rightinout_rc_indicators,has_outout_indicators,is_perfect_ki_has_rightinout_indicators,unexpected_mutations,has_outout_reversible_indicators,DELETION_EDITING,left_perfect_ki,left_imperfect_ki_complex,is_nearly_rightinout_ki,LEFT_OTHER_MUATIONS,no_outout_indicators,left_rc_nhej_ki,multiple_outout_indicators,has_multi_rightinout_indicators,both_inout_indicators,is_perfect_outout_ki,LEFT_NO_DETECTED,right_perfect_ki,has_edited_fragment_seq_in_other,both_rc_inout_indicators,right_rc_imperfect_ki_complex
0,773,0,0,0,1269,0,464,0,338,0,0,0,1269,0,773,496,309,0,0,0,773,0,496,0,0,0,0,0,0,0,0,1269,0,0,0,309,0,309,0,0,0,126,0,0,1269,0,0,1269,126,1269,0,0,0,0,338,0,0,0,0,496,0,0,0,0,0,1269,0,0,0,0
