other_right_mutations,right_perfect_ki,is_nonspecific_outout_indicators,INSERT_EDITING,left_imperfect_ki_complex,overall_edited_substitution,is_untreated,has_outout_rc_indicators,no_leftinout_indicators,UNTREATED,rightonly_inout_indicators,untreated,DELETION_EDITING,has_leftinout_indicators,no_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,is_treated,LEFT_NO_DETECTED,RIGHT_PRECISE_KNOCK_IN,left_rc_nhej_ki,is_nearly_leftinout_ki,overall_edited_insertion,OTHERS,donor_insertion,right_rc_imperfect_ki_complex,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,both_inout_indicators,SUBSTITUTION_EDITING,is_perfect_outout_ki,overall_edited_deletion,no_leftinout_rc_indicators,multiple_outout_indicators,has_rightinout_indicators,no_rightinout_rc_indicators,is_nearly_rightinout_ki,RIGHT_NO_DETECTED,has_multi_leftinout_indicators,rightonly_rc_inout_indicators,right_nhej_ki,PRECISE_KNOCK_IN,has_outout_indicators,left_perfect_ki,IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,LEFT_OTHER_MUATIONS,other_left_rc_mutations,leftonly_rc_inout_indicators,left_nhej_ki,no_outout_indicators,has_outout_reversible_indicators,unexpected_mutations,other_right_rc_mutations,has_edited_fragment_seq_in_other,RIGHT_OTHER_MUATIONS,is_perfect_ki_has_leftinout_indicators,left_rc_imperfect_ki_complex,left_nearly_ki,LEFT_PRECISE_KNOCK_IN,is_perfect_ki_has_rightinout_indicators,right_nearly_ki,total,right_rc_nhej_ki,other_left_mutations,has_outout_no_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_any_indicators,right_imperfect_ki_complex,no_rightinout_indicators,LEFT_IMPRECISE_KNOCK_IN,both_rc_inout_indicators,leftonly_inout_indicators
0,0,0,553,0,0,163,4849,5316,163,0,163,4133,0,4849,0,4686,5316,0,0,0,553,467,0,0,0,0,0,0,4133,5316,0,0,5316,0,5316,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,5316,0,0,467,0,4849,0,5316,0,0,0
