leftonly_inout_indicators,has_multi_rightinout_indicators,has_outout_no_indicators,left_rc_imperfect_ki_complex,both_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,rightonly_rc_inout_indicators,is_untreated,right_rc_nhej_ki,donor_insertion,overall_edited_insertion,RIGHT_IMPRECISE_KNOCK_IN,right_perfect_ki,IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,total,is_treated,is_perfect_ki_has_leftinout_indicators,right_rc_imperfect_ki_complex,rightonly_inout_indicators,LEFT_OTHER_MUATIONS,no_rightinout_indicators,no_inout_indicators,overall_edited_deletion,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,no_outout_indicators,has_leftinout_indicators,has_outout_any_indicators,other_left_rc_mutations,no_rightinout_rc_indicators,RIGHT_NO_DETECTED,left_nearly_ki,has_rightinout_indicators,left_nhej_ki,right_imperfect_ki_complex,has_outout_reversible_indicators,left_imperfect_ki_complex,is_nonspecific_outout_indicators,OTHERS,has_edited_fragment_seq_in_other,left_perfect_ki,other_right_rc_mutations,has_multi_leftinout_indicators,unexpected_mutations,both_rc_inout_indicators,leftonly_rc_inout_indicators,no_leftinout_indicators,overall_edited_substitution,left_rc_nhej_ki,UNTREATED,is_nearly_rightinout_ki,SUBSTITUTION_EDITING,is_perfect_ki_has_rightinout_indicators,has_outout_rc_indicators,right_nearly_ki,right_nhej_ki,no_leftinout_rc_indicators,LEFT_NO_DETECTED,PRECISE_KNOCK_IN,other_right_mutations,RIGHT_PRECISE_KNOCK_IN,multiple_outout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,DELETION_EDITING,RIGHT_OTHER_MUATIONS,is_nearly_leftinout_ki,untreated,INSERT_EDITING,is_perfect_outout_ki,other_left_mutations
0,0,403,0,0,0,0,13399,0,0,22712,0,0,0,0,38549,24747,0,0,0,0,38549,38146,2035,0,0,403,0,38146,0,38549,38549,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,38549,0,0,13399,0,0,0,38146,0,0,38549,38549,0,0,0,0,0,2035,0,0,13399,22712,0,0
