overall_edited_substitution,right_rc_nhej_ki,is_treated,is_perfect_ki_has_rightinout_indicators,donor_insertion,right_perfect_ki,LEFT_NO_DETECTED,no_outout_indicators,has_multi_rightinout_indicators,left_rc_nhej_ki,rightonly_rc_inout_indicators,RIGHT_OTHER_MUATIONS,UNTREATED,is_nearly_rightinout_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,other_right_rc_mutations,rightonly_inout_indicators,other_left_rc_mutations,total,LEFT_PRECISE_KNOCK_IN,right_rc_imperfect_ki_complex,no_rightinout_indicators,LEFT_IMPRECISE_KNOCK_IN,SUBSTITUTION_EDITING,left_nhej_ki,right_nearly_ki,has_multi_leftinout_indicators,unexpected_mutations,right_imperfect_ki_complex,leftonly_rc_inout_indicators,has_leftinout_indicators,OTHERS,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_edited_fragment_seq_in_other,has_outout_reversible_indicators,has_outout_rc_indicators,other_left_mutations,untreated,overall_edited_deletion,RIGHT_IMPRECISE_KNOCK_IN,no_leftinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,has_outout_any_indicators,no_leftinout_indicators,left_nearly_ki,is_perfect_outout_ki,DELETION_EDITING,both_rc_inout_indicators,left_rc_imperfect_ki_complex,multiple_outout_indicators,both_inout_indicators,is_nonspecific_outout_indicators,has_outout_indicators,INSERT_EDITING,LEFT_OTHER_MUATIONS,left_imperfect_ki_complex,is_nearly_leftinout_ki,other_right_mutations,RIGHT_NO_DETECTED,is_perfect_ki_has_leftinout_indicators,has_outout_no_indicators,left_perfect_ki,overall_edited_insertion,IMPRECISE_KNOCK_IN,PRECISE_KNOCK_IN,right_nhej_ki,has_rightinout_indicators,leftonly_inout_indicators,no_rightinout_rc_indicators,is_untreated,no_inout_indicators
0,0,2360,0,0,0,35379,312,0,0,0,0,32707,0,0,0,0,0,35379,0,0,35379,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,32707,739,0,35379,0,35067,35379,0,0,739,0,0,0,0,0,35067,1621,0,0,0,0,35379,0,312,0,1621,0,0,0,0,0,35379,32707,35067
