0,1,2,3,4,5,6,7
,,"Deletion
(739 reads)","Insertion
(1621 reads)",,"Unmodified
(32707 reads)",,"UC(Other)
(312 reads)"
0,0,739,1621,0,32707,0,312
0.0,0.0,2.0888097458944572,4.581814070493795,0.0,92.44749710280111,0.0,0.8818790808106504
