total,overall_edited_substitution,RIGHT_NO_DETECTED,left_imperfect_ki_complex,is_perfect_outout_ki,rightonly_rc_inout_indicators,no_leftinout_indicators,both_inout_indicators,other_right_mutations,LEFT_IMPRECISE KNOCK_IN_COMPLEX,no_rightinout_rc_indicators,right_rc_imperfect_ki_complex,is_treated,has_multi_leftinout_indicators,rightonly_inout_indicators,LEFT_NO_DETECTED,LEFT_IMPRECISE_KNOCK_IN,both_rc_inout_indicators,has_multi_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,other_left_mutations,has_outout_no_indicators,right_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,untreated,RIGHT_IMPRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,left_nhej_ki,leftonly_inout_indicators,is_nearly_leftinout_ki,is_nearly_rightinout_ki,SUBSTITUTION_EDITING,overall_edited_deletion,UNTREATED,right_rc_nhej_ki,multiple_outout_indicators,is_nonspecific_outout_indicators,has_outout_reversible_indicators,leftonly_rc_inout_indicators,other_left_rc_mutations,overall_edited_insertion,LEFT_OTHER_MUATIONS,PRECISE_KNOCK_IN,has_rightinout_indicators,has_outout_any_indicators,right_perfect_ki,donor_insertion,unexpected_mutations,no_leftinout_rc_indicators,is_untreated,OTHERS,is_perfect_ki_has_leftinout_indicators,RIGHT_OTHER_MUATIONS,has_outout_rc_indicators,has_leftinout_indicators,no_rightinout_indicators,left_nearly_ki,other_right_rc_mutations,no_inout_indicators,no_outout_indicators,left_perfect_ki,DELETION_EDITING,left_rc_imperfect_ki_complex,right_nhej_ki,has_edited_fragment_seq_in_other,RIGHT_PRECISE_KNOCK_IN,has_outout_indicators,left_rc_nhej_ki,right_nearly_ki,is_perfect_ki_has_rightinout_indicators
12398,0,12398,0,11,0,12398,0,0,0,12398,0,4864,0,0,12398,0,0,0,0,470,0,103,0,0,7431,0,0,0,0,0,0,0,4394,7431,0,0,0,0,0,0,470,0,0,0,12295,0,0,0,12398,7431,103,0,0,12295,0,12398,0,0,12295,103,0,4394,0,0,0,0,0,0,0,0
