0,1,2,3,4,5,6,7
,,"Deletion
(28571 reads)","Insertion
(16228 reads)",,"Unmodified
(14811 reads)",,"UC(Other)
(2365 reads)"
0,0,28571,16228,0,14811,0,2365
0.0,0.0,46.10084711577249,26.184751916095202,0.0,23.89834610730133,0.0,3.81605486083098
