no_rightinout_indicators,RIGHT_IMPRECISE_KNOCK_IN,left_perfect_ki,has_leftinout_indicators,is_nearly_rightinout_ki,has_outout_indicators,has_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,right_imperfect_ki_complex,rightonly_inout_indicators,overall_edited_substitution,is_perfect_ki_has_rightinout_indicators,right_nhej_ki,rightonly_rc_inout_indicators,DELETION_EDITING,SUBSTITUTION_EDITING,multiple_outout_indicators,has_outout_reversible_indicators,unexpected_mutations,LEFT_IMPRECISE_KNOCK_IN,left_rc_imperfect_ki_complex,right_rc_nhej_ki,other_right_rc_mutations,has_outout_no_indicators,LEFT_PRECISE_KNOCK_IN,is_perfect_outout_ki,RIGHT_NO_DETECTED,INSERT_EDITING,has_edited_fragment_seq_in_other,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_rc_indicators,is_treated,leftonly_inout_indicators,no_inout_indicators,overall_edited_deletion,has_multi_rightinout_indicators,has_multi_leftinout_indicators,no_outout_indicators,LEFT_OTHER_MUATIONS,RIGHT_PRECISE_KNOCK_IN,left_imperfect_ki_complex,has_outout_any_indicators,other_left_rc_mutations,OTHERS,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_nearly_ki,is_nearly_leftinout_ki,left_nearly_ki,RIGHT_OTHER_MUATIONS,IMPRECISE_KNOCK_IN,is_nonspecific_outout_indicators,other_left_mutations,right_perfect_ki,right_rc_imperfect_ki_complex,PRECISE_KNOCK_IN,overall_edited_insertion,is_untreated,both_inout_indicators,UNTREATED,both_rc_inout_indicators,no_leftinout_indicators,left_rc_nhej_ki,donor_insertion,total,untreated,other_right_mutations,no_rightinout_rc_indicators,left_nhej_ki,LEFT_NO_DETECTED,leftonly_rc_inout_indicators,no_leftinout_rc_indicators
7690,0,0,0,0,7071,0,0,0,0,0,0,0,0,3446,0,0,0,1,0,0,0,0,619,0,0,7690,2611,0,0,0,6058,0,7071,3446,0,0,619,0,0,0,7071,0,620,0,0,0,0,0,0,0,0,0,0,0,2611,1013,0,1013,0,7690,0,0,7690,1013,0,7690,0,7690,0,7690
