total,has_outout_indicators,rightonly_inout_indicators,left_imperfect_ki_complex,other_left_rc_mutations,leftonly_inout_indicators,RIGHT_OTHER_MUATIONS,INSERT_EDITING,no_rightinout_rc_indicators,UNTREATED,no_outout_indicators,OTHERS,LEFT_IMPRECISE KNOCK_IN_COMPLEX,right_nhej_ki,RIGHT_PRECISE_KNOCK_IN,LEFT_OTHER_MUATIONS,unexpected_mutations,overall_edited_insertion,is_untreated,PRECISE_KNOCK_IN,both_rc_inout_indicators,right_nearly_ki,is_nonspecific_outout_indicators,is_perfect_outout_ki,other_right_rc_mutations,IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_multi_leftinout_indicators,other_left_mutations,overall_edited_deletion,is_treated,leftonly_rc_inout_indicators,has_rightinout_indicators,right_rc_imperfect_ki_complex,rightonly_rc_inout_indicators,LEFT_NO_DETECTED,right_rc_nhej_ki,has_outout_any_indicators,left_perfect_ki,left_rc_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,RIGHT_IMPRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,no_inout_indicators,RIGHT_NO_DETECTED,SUBSTITUTION_EDITING,is_perfect_ki_has_leftinout_indicators,no_rightinout_indicators,has_leftinout_indicators,is_nearly_rightinout_ki,left_nearly_ki,has_outout_rc_indicators,right_imperfect_ki_complex,left_rc_nhej_ki,donor_insertion,has_multi_rightinout_indicators,has_outout_reversible_indicators,untreated,overall_edited_substitution,DELETION_EDITING,is_nearly_leftinout_ki,is_perfect_ki_has_rightinout_indicators,right_perfect_ki,both_inout_indicators,has_outout_no_indicators,no_leftinout_indicators,left_nhej_ki,other_right_mutations,no_leftinout_rc_indicators,has_edited_fragment_seq_in_other,multiple_outout_indicators
1788,0,0,0,0,0,0,102,1788,1107,183,183,0,0,0,0,0,102,1107,0,0,0,0,0,0,0,0,0,0,396,498,0,0,0,0,1788,0,1605,0,0,0,0,0,1605,1788,0,0,1788,0,0,0,1605,0,0,0,0,0,1107,0,396,0,0,0,0,183,1788,0,0,1788,0,0
