V1
:10D,327
:10D:mh1,1111
:11D,2
:11D:mh1,793
:11D:mh2,282
:12D,86
:12D:mh1,178
:13D,98
:13D:mh1,828
:13D:mh2,140
:14D,697
:14D:mh2,148
:15D,97
:15D:mh1,72
:15D:mh4,872
:16D,283
:16D:mh1,368
:17D,213
:17D:mh1,710
:18D,809
:18D:mh2,159
:19D,97
:19D:mh2,83
:1D,2967
:1I:A,75855
:1I:K,1362
:1I:M,173
:1I:T,1
:21D,3
:21D:mh1,253
:22D:mh3,484
:22D:mh4,105
:23D,377
:23D:mh1,401
:24D,2
:24D:mh2,82
:25D:mh3,44
:26D,1
:27D,184
:27D:mh3,181
:29D,191
:2D,554
:2D:mh1,342
:30D,560
:30D:mh3,86
:35D:mh2,4
:37D:mh1,85
:3D,1280
:44D,169
:45D,1
:46D,98
:4D,795
:4D:mh4,5526
:56D,92
:57D,131
:58D,3
:5D,1
:5D:mh1,733
:5D:mh3,1097
:6D,1084
:7D,268
:7D:mh1,1297
:8D,950
:8D:mh2,1791
:9D,348
:9D:mh1,440
:9D:mh3,669
