right_imperfect_ki_complex,left_nhej_ki,other_left_rc_mutations,is_perfect_ki_has_leftinout_indicators,untreated,left_rc_nhej_ki,LEFT_IMPRECISE KNOCK_IN_COMPLEX,has_rightinout_indicators,is_nearly_leftinout_ki,other_right_mutations,DELETION_EDITING,both_rc_inout_indicators,right_nearly_ki,is_nonspecific_outout_indicators,has_multi_leftinout_indicators,overall_edited_substitution,LEFT_NO_DETECTED,no_rightinout_indicators,has_outout_indicators,RIGHT_PRECISE_KNOCK_IN,PRECISE_KNOCK_IN,has_outout_rc_indicators,IMPRECISE_KNOCK_IN,no_rightinout_rc_indicators,total,RIGHT_NO_DETECTED,left_nearly_ki,rightonly_rc_inout_indicators,left_imperfect_ki_complex,no_leftinout_rc_indicators,has_edited_fragment_seq_in_other,other_left_mutations,no_leftinout_indicators,other_right_rc_mutations,right_rc_nhej_ki,has_multi_rightinout_indicators,left_rc_imperfect_ki_complex,right_nhej_ki,right_perfect_ki,LEFT_OTHER_MUATIONS,RIGHT_IMPRECISE_KNOCK_IN,has_outout_any_indicators,UNTREATED,rightonly_inout_indicators,has_leftinout_indicators,no_inout_indicators,is_untreated,overall_edited_deletion,leftonly_inout_indicators,overall_edited_insertion,SUBSTITUTION_EDITING,right_rc_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,multiple_outout_indicators,is_perfect_outout_ki,is_perfect_ki_has_rightinout_indicators,no_outout_indicators,both_inout_indicators,leftonly_rc_inout_indicators,is_treated,is_nearly_rightinout_ki,left_perfect_ki,donor_insertion,RIGHT_OTHER_MUATIONS,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,INSERT_EDITING,OTHERS,has_outout_reversible_indicators,unexpected_mutations,has_outout_no_indicators,LEFT_IMPRECISE_KNOCK_IN
0,0,0,0,6934,0,0,0,0,0,2066,0,0,0,0,0,9385,9385,0,0,0,9277,0,9385,9385,9385,0,0,0,9385,0,0,9385,0,0,0,0,0,0,0,0,9277,6934,0,0,9277,6934,2066,0,277,0,0,0,0,0,0,108,0,0,2343,0,0,0,0,0,277,108,0,0,108,0
