no_inout_indicators,PRECISE_KNOCK_IN,is_treated,right_rc_imperfect_ki_complex,other_right_mutations,is_nonspecific_outout_indicators,has_multi_leftinout_indicators,left_nhej_ki,total,has_rightinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_indicators,left_perfect_ki,is_perfect_outout_ki,overall_edited_deletion,DELETION_EDITING,LEFT_NO_DETECTED,leftonly_rc_inout_indicators,has_outout_rc_indicators,both_rc_inout_indicators,untreated,has_outout_any_indicators,is_nearly_rightinout_ki,rightonly_rc_inout_indicators,is_perfect_ki_has_rightinout_indicators,overall_edited_substitution,LEFT_PRECISE_KNOCK_IN,UNTREATED,other_left_rc_mutations,has_outout_reversible_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,leftonly_inout_indicators,right_nearly_ki,no_leftinout_indicators,right_imperfect_ki_complex,right_rc_nhej_ki,INSERT_EDITING,OTHERS,multiple_outout_indicators,is_nearly_leftinout_ki,LEFT_IMPRECISE_KNOCK_IN,has_multi_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,other_left_mutations,no_leftinout_rc_indicators,RIGHT_PRECISE_KNOCK_IN,is_untreated,right_nhej_ki,right_perfect_ki,has_edited_fragment_seq_in_other,IMPRECISE_KNOCK_IN,left_imperfect_ki_complex,has_outout_no_indicators,no_outout_indicators,both_inout_indicators,left_rc_imperfect_ki_complex,LEFT_OTHER_MUATIONS,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,SUBSTITUTION_EDITING,RIGHT_NO_DETECTED,overall_edited_insertion,has_leftinout_indicators,no_rightinout_indicators,rightonly_inout_indicators,left_rc_nhej_ki,no_rightinout_rc_indicators,unexpected_mutations,donor_insertion,left_nearly_ki,other_right_rc_mutations
1498,0,1000,0,0,0,0,0,2094,0,0,0,0,0,630,630,2094,0,1498,0,498,1498,0,0,0,0,0,498,0,0,0,0,0,2094,0,0,370,596,0,0,0,0,0,0,2094,0,498,0,0,0,0,0,596,596,0,0,0,0,0,0,2094,370,0,2094,0,0,2094,0,0,0,0
