IMPRECISE_KNOCK_IN,INSERT_EDITING,DELETION_EDITING,SUBSTITUTION_EDITING,has_outout_any_indicators,has_outout_reversible_indicators,no_rightinout_rc_indicators,has_multi_rightinout_indicators,right_rc_nhej_ki,overall_edited_deletion,LEFT_OTHER_MUATIONS,has_multi_leftinout_indicators,is_nearly_rightinout_ki,RIGHT_NO_DETECTED,has_outout_no_indicators,RIGHT_OTHER_MUATIONS,total,is_perfect_outout_ki,has_rightinout_indicators,left_nearly_ki,is_nonspecific_outout_indicators,is_nearly_leftinout_ki,left_nhej_ki,is_treated,both_rc_inout_indicators,right_nhej_ki,has_outout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,right_nearly_ki,RIGHT_IMPRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,overall_edited_insertion,no_leftinout_indicators,overall_edited_substitution,has_leftinout_indicators,left_rc_imperfect_ki_complex,right_rc_imperfect_ki_complex,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_perfect_ki_has_rightinout_indicators,no_inout_indicators,other_left_rc_mutations,other_right_rc_mutations,rightonly_rc_inout_indicators,donor_insertion,right_perfect_ki,OTHERS,other_left_mutations,leftonly_inout_indicators,unexpected_mutations,both_inout_indicators,is_untreated,LEFT_NO_DETECTED,untreated,LEFT_IMPRECISE_KNOCK_IN,has_outout_rc_indicators,no_outout_indicators,right_imperfect_ki_complex,no_leftinout_rc_indicators,left_rc_nhej_ki,is_perfect_ki_has_leftinout_indicators,left_imperfect_ki_complex,LEFT_PRECISE_KNOCK_IN,left_perfect_ki,RIGHT_PRECISE_KNOCK_IN,PRECISE_KNOCK_IN,multiple_outout_indicators,leftonly_rc_inout_indicators,rightonly_inout_indicators,UNTREATED,no_rightinout_indicators,other_right_mutations
0,1188,681,1,2810,0,3036,0,0,681,0,0,0,3036,226,0,3036,0,0,0,0,0,0,1870,0,0,0,0,0,0,0,1188,3036,1,0,0,0,0,0,2810,0,0,0,0,0,226,0,0,0,0,940,3036,940,0,2810,226,0,3036,0,0,0,0,0,0,0,0,0,0,940,3036,0
