A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,4.98608688524373,6.18007799794316,6.4259209383662,7.46992351318972,8.32887276104261,8.34900812191309,8.10167772672618,4.23236098793563,4.31977999869686,8.4598114137497,4.14869790890688,4.26753182440196,4.87519333261126,7.8062563358866,7.94013059899533,7.49109689978938,5.23591074571066,6.75034021298764,5.55992949045815,4.3165791458675
AR,3.53780885936562,5.88665210294712,4.93174350903602,6.04751215917159,8.07672174896114,5.95232876588702,6.34188163491273,4.04074256019458,4.36230987826223,6.61554255496918,4.34738851144595,4.25434592266559,4.49089511607757,6.17926253221534,6.63627030788564,7.76239979725052,4.98680779956837,5.7303036422468,4.74629770807571,4.52097289136513
ATP5G1,5.9320110843622,6.04176100910774,5.16326302792237,5.38014994195459,7.40805982187398,4.67327891241789,5.58168587677096,4.93832079068655,5.37199388398086,6.22234491264186,5.30401689577679,5.27050184822605,5.51429523555432,6.02270608899712,5.86139830129934,5.19243422877985,4.97941561618701,5.32900590741194,5.45687757226582,4.79579712844041
BRP44,5.42194963748541,6.01719289179643,5.70303492390011,6.05605295345531,7.80447028441667,7.53622023707539,7.50976825791422,4.66813018090865,4.93613135888547,8.15520867995551,5.12503618123301,4.82931317125792,5.89440157510954,7.32746947961671,6.94147744972801,6.92660331323052,5.77113202720467,6.62814959933233,5.62647404151434,5.18178031296021
C16orf93,4.57757892975228,6.76898757733596,5.5060190971394,6.50273897296453,8.40913118306165,6.68175219501928,6.84809418587894,5.41021071362274,5.43610974565769,7.47916496480798,5.63080257060316,5.51657297731259,5.56571001177767,6.85304341781534,6.96164230941309,5.93991683445635,4.74676362977467,5.98238338393526,5.50223963222369,4.97719556771385
C17orf96,5.30973869849116,6.83951624210567,6.42109776378107,7.52096036295685,8.41881757042429,7.77067606122057,8.2359119374239,5.62254542373618,5.9373598972064,8.70904377147381,5.91746044834037,5.7764262075269,6.43904271910766,7.80670017346682,7.6503962192218,7.79964421585211,6.3532613602552,7.51899912331666,6.31732651391642,6.12314963908162
C1orf204,4.72990482449974,6.83793452311447,6.35083557038947,8.14597570830392,8.45242779443243,8.51164463124161,8.07628765397697,4.992489419635,5.26444899856992,9.23560416609413,5.30868183629963,5.35812984498603,6.22191979788486,8.3385308508106,8.05474152443827,5.88824761144654,4.99487238269521,7.6578574800216,6.18489350900372,4.47622030581413
CD34,5.05609349987241,6.57594820044841,7.26708536142863,8.31383105397831,9.06517695447206,8.98628052929735,8.96496850075642,4.09974982070893,4.07355222900172,9.2231271132334,4.12304986624405,4.13448299647695,4.99106690795975,8.42608496206258,8.67574127856199,7.86072571725338,5.16738823557831,7.46154610353077,5.72800485496815,4.20436593421904
FAM159B,5.53275088673727,6.68232187360226,6.38849033691681,7.00573391307132,8.36496644653551,8.78846508360681,8.00025095601834,4.7622764904874,4.51300172255876,9.09884389679164,4.74341635222441,5.41984916143418,5.94859667287938,7.8569535450868,7.93840973769605,7.28561928622061,5.86049785676874,7.01099914592302,6.25300546643809,5.53513761834165
HBXIP,5.06188807237901,6.85717377151583,6.16950505213964,7.88268681119169,8.72169678869827,8.61492937622086,8.71563071032405,5.30376288198534,5.52637298798366,9.08378612410533,5.79808836930041,5.60631089974553,6.32196842121381,8.03931419069577,8.0303044484948,5.7497715404285,4.87287844873683,7.58898713998397,6.41540931151423,4.85128531445036
