rightonly_rc_inout_indicators,left_perfect_ki,has_leftinout_indicators,other_left_rc_mutations,has_multi_leftinout_indicators,has_outout_no_indicators,OTHERS,left_nearly_ki,overall_edited_substitution,no_rightinout_rc_indicators,has_outout_reversible_indicators,INSERT_EDITING,LEFT_OTHER_MUATIONS,no_rightinout_indicators,right_nearly_ki,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,left_nhej_ki,has_multi_rightinout_indicators,is_perfect_ki_has_leftinout_indicators,left_imperfect_ki_complex,right_nhej_ki,RIGHT_PRECISE_KNOCK_IN,leftonly_rc_inout_indicators,RIGHT_OTHER_MUATIONS,no_outout_indicators,left_rc_nhej_ki,rightonly_inout_indicators,is_nearly_rightinout_ki,left_rc_imperfect_ki_complex,LEFT_IMPRECISE_KNOCK_IN,both_inout_indicators,total,DELETION_EDITING,LEFT_IMPRECISE KNOCK_IN_COMPLEX,UNTREATED,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,both_rc_inout_indicators,donor_insertion,is_nearly_leftinout_ki,other_right_mutations,RIGHT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,untreated,other_left_mutations,RIGHT_NO_DETECTED,other_right_rc_mutations,no_inout_indicators,has_edited_fragment_seq_in_other,is_untreated,is_treated,has_outout_any_indicators,right_imperfect_ki_complex,overall_edited_insertion,has_rightinout_indicators,IMPRECISE_KNOCK_IN,leftonly_inout_indicators,has_outout_rc_indicators,is_nonspecific_outout_indicators,is_perfect_ki_has_rightinout_indicators,unexpected_mutations,overall_edited_deletion,right_rc_imperfect_ki_complex,right_perfect_ki,no_leftinout_rc_indicators,is_perfect_outout_ki,LEFT_NO_DETECTED,no_leftinout_indicators,right_rc_nhej_ki,SUBSTITUTION_EDITING,PRECISE_KNOCK_IN
0,0,0,0,0,513,513,0,0,52554,0,23976,0,52554,0,0,52041,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,52554,5937,0,22128,0,0,0,0,0,0,0,22128,0,52554,0,52041,0,22128,29913,52041,0,23976,0,0,0,0,0,0,0,5937,0,0,52554,0,52554,52554,0,0,0
