,
WT1,6.07769612220399,6.07769612220399
WT2,6.35185213332041,6.35185213332041
WT3,6.43441375259581,6.43441375259581
T41,5.57076456085591,5.57076456085591
T42,5.85892082282868,5.85892082282868
T43,5.21738137767194,5.21738137767194
GB1,4.98461192152536,4.98461192152536
GB2,5.47526065846332,5.47526065846332
GB3,5.32791391189397,5.32791391189397
HifiH1,7.42912140127984,7.42912140127984
HifiH2,5.76417656901771,5.76417656901771
HifiH3,5.06405996080866,5.06405996080866
HifiH41,5.58745712894027,5.58745712894027
HifiH42,4.857077024287,4.857077024287
HifiH43,5.83827410273325,5.83827410273325
HifiHB1,5.9934901325743,5.9934901325743
HifiHB2,5.69766906481933,5.69766906481933
HifiHB3,5.91896224868964,5.91896224868964
