has_outout_rc_indicators,has_multi_leftinout_indicators,has_outout_no_indicators,is_nearly_leftinout_ki,LEFT_PRECISE_KNOCK_IN,total,leftonly_rc_inout_indicators,rightonly_rc_inout_indicators,untreated,right_perfect_ki,SUBSTITUTION_EDITING,is_perfect_outout_ki,INSERT_EDITING,PRECISE_KNOCK_IN,is_perfect_ki_has_rightinout_indicators,no_inout_indicators,RIGHT_PRECISE_KNOCK_IN,RIGHT_NO_DETECTED,no_rightinout_rc_indicators,donor_insertion,left_imperfect_ki_complex,other_right_mutations,overall_edited_insertion,has_rightinout_indicators,left_nearly_ki,is_treated,no_leftinout_indicators,right_nearly_ki,no_rightinout_indicators,leftonly_inout_indicators,IMPRECISE_KNOCK_IN,RIGHT_OTHER_MUATIONS,both_inout_indicators,LEFT_OTHER_MUATIONS,LEFT_NO_DETECTED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,other_left_mutations,other_right_rc_mutations,RIGHT_IMPRECISE_KNOCK_IN,is_nearly_rightinout_ki,has_leftinout_indicators,overall_edited_substitution,no_outout_indicators,multiple_outout_indicators,is_perfect_ki_has_leftinout_indicators,UNTREATED,right_nhej_ki,left_perfect_ki,left_nhej_ki,has_outout_indicators,right_imperfect_ki_complex,no_leftinout_rc_indicators,right_rc_imperfect_ki_complex,rightonly_inout_indicators,both_rc_inout_indicators,is_nonspecific_outout_indicators,other_left_rc_mutations,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_reversible_indicators,LEFT_IMPRECISE_KNOCK_IN,unexpected_mutations,has_multi_rightinout_indicators,DELETION_EDITING,OTHERS,has_outout_any_indicators,is_untreated,left_rc_imperfect_ki_complex,left_rc_nhej_ki,has_edited_fragment_seq_in_other,overall_edited_deletion,right_rc_nhej_ki
2145,0,174,0,0,2319,0,0,580,0,0,0,914,0,0,2145,0,2319,2319,0,0,0,914,0,0,1565,2319,0,2319,0,0,0,0,0,2319,0,0,0,0,0,0,0,174,0,0,580,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,76,0,575,250,2145,580,0,0,0,575,0
