0,1,2,3,4,5,6,7
,,"Deletion
(4489 reads)","Insertion
(19486 reads)",,"Unmodified
(11482 reads)",,"UC(Other)
(1079 reads)"
0,0,4489,19486,0,11482,0,1079
0.0,0.0,12.286511933435516,53.33369827019926,0.0,31.426538208889866,0.0,2.953251587475367
