has_multi_rightinout_indicators,OTHERS,LEFT_OTHER_MUATIONS,is_nonspecific_outout_indicators,unexpected_mutations,untreated,RIGHT_OTHER_MUATIONS,right_imperfect_ki_complex,has_outout_any_indicators,is_treated,is_nearly_leftinout_ki,INSERT_EDITING,right_rc_nhej_ki,no_inout_indicators,is_perfect_outout_ki,UNTREATED,left_nearly_ki,SUBSTITUTION_EDITING,has_outout_reversible_indicators,has_outout_rc_indicators,is_untreated,other_right_mutations,overall_edited_insertion,LEFT_IMPRECISE_KNOCK_IN,both_rc_inout_indicators,has_rightinout_indicators,right_perfect_ki,right_nearly_ki,left_rc_nhej_ki,left_imperfect_ki_complex,is_nearly_rightinout_ki,other_right_rc_mutations,overall_edited_deletion,donor_insertion,has_leftinout_indicators,multiple_outout_indicators,total,LEFT_NO_DETECTED,LEFT_IMPRECISE KNOCK_IN_COMPLEX,rightonly_rc_inout_indicators,other_left_rc_mutations,other_left_mutations,left_rc_imperfect_ki_complex,leftonly_rc_inout_indicators,has_outout_no_indicators,rightonly_inout_indicators,no_rightinout_indicators,DELETION_EDITING,right_rc_imperfect_ki_complex,RIGHT_NO_DETECTED,LEFT_PRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,left_nhej_ki,right_nhej_ki,RIGHT_PRECISE_KNOCK_IN,no_outout_indicators,both_inout_indicators,RIGHT_IMPRECISE_KNOCK_IN,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_outout_indicators,is_perfect_ki_has_leftinout_indicators,no_leftinout_indicators,no_leftinout_rc_indicators,has_multi_leftinout_indicators,PRECISE_KNOCK_IN,leftonly_inout_indicators,IMPRECISE_KNOCK_IN,no_rightinout_rc_indicators,left_perfect_ki,overall_edited_substitution,is_perfect_ki_has_rightinout_indicators
0,2519,0,0,0,4551,2,0,52426,47875,0,22104,0,52424,0,4551,0,0,0,0,4551,2,22104,0,0,2,0,0,0,2,0,0,25769,2,2,0,54945,54943,0,0,0,0,0,0,2519,0,54943,25769,0,54943,0,0,0,0,0,2519,2,0,0,52426,0,54943,54945,0,0,0,2,54945,0,0,0
