Left accuracy,Left MMEJ-tendency,Left NHEJ-tendency,Left unpredictability,Left unpredictable knock-in insert,Left unpredictable knock-in deletion,Left efficiency,Left occupancy,Left MMEJ/NHEJ joinability,Right accuracy,Right MMEJ-tendency,Right NHEJ-tendency,Right unpredictability,Right unpredictable knock-in insert,Right unpredictable knock-in deletion,Right efficiency,Right occupancy,Right MMEJ/NHEJ joinability,Precise Knock-in Efficiency,Knock-in Efficiency,Indels Editing Efficiency,Editing Efficiency,Accuracy,Occupancy,Conservative,Precise Knock-in zygomorphy,NHEJ-assisted Knock-in zygomorphy,Integration zygomorphy,Left reversibility,Right reversibility
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6024570024570025,0.6027846027846028,0.0,0.0,0.390963690963691,0,0,0,0,0
