0,1,2,3,4,5,6,7
,,"Deletion
(7232 reads)","Insertion
(14836 reads)","Frequent Substitution
(12 reads)","Unmodified
(14321 reads)",,"UC(Other)
(229 reads)"
0,0,7232,14836,12,14321,0,229
0.0,0.0,19.743379743379744,40.50232050232051,0.03276003276003276,39.0963690963691,0.0,0.6251706251706252
