right_nhej_ki,has_leftinout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,is_nearly_rightinout_ki,leftonly_inout_indicators,other_left_mutations,other_right_rc_mutations,is_treated,LEFT_IMPRECISE_KNOCK_IN,has_edited_fragment_seq_in_other,left_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,right_imperfect_ki_complex,both_inout_indicators,is_perfect_outout_ki,donor_insertion,RIGHT_OTHER_MUATIONS,no_outout_indicators,no_rightinout_rc_indicators,no_leftinout_indicators,INSERT_EDITING,overall_edited_deletion,OTHERS,no_inout_indicators,LEFT_OTHER_MUATIONS,multiple_outout_indicators,LEFT_NO_DETECTED,left_perfect_ki,UNTREATED,no_leftinout_rc_indicators,right_rc_nhej_ki,right_nearly_ki,right_rc_imperfect_ki_complex,has_outout_indicators,is_perfect_ki_has_leftinout_indicators,has_multi_leftinout_indicators,overall_edited_substitution,is_nonspecific_outout_indicators,has_multi_rightinout_indicators,is_perfect_ki_has_rightinout_indicators,right_perfect_ki,leftonly_rc_inout_indicators,overall_edited_insertion,RIGHT_NO_DETECTED,DELETION_EDITING,has_outout_no_indicators,rightonly_inout_indicators,rightonly_rc_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,is_untreated,left_rc_nhej_ki,has_outout_any_indicators,has_rightinout_indicators,left_rc_imperfect_ki_complex,other_left_rc_mutations,unexpected_mutations,left_nearly_ki,SUBSTITUTION_EDITING,total,no_rightinout_indicators,LEFT_PRECISE_KNOCK_IN,both_rc_inout_indicators,PRECISE_KNOCK_IN,IMPRECISE_KNOCK_IN,has_outout_rc_indicators,is_nearly_leftinout_ki,other_right_mutations,RIGHT_IMPRECISE_KNOCK_IN,left_nhej_ki,has_outout_reversible_indicators,untreated
0,0,0,0,0,0,0,3351,0,0,0,0,0,0,0,0,0,297,11172,11172,1164,2187,297,10875,0,0,11172,0,7524,11172,0,0,0,10875,0,0,0,0,0,0,0,0,1164,11172,2187,297,0,0,0,7524,0,10875,0,0,0,0,0,0,11172,11172,0,0,0,0,0,0,0,0,0,0,7524
