no_inout_indicators,UNTREATED,overall_edited_substitution,no_rightinout_rc_indicators,LEFT_OTHER_MUATIONS,PRECISE_KNOCK_IN,SUBSTITUTION_EDITING,other_right_rc_mutations,left_imperfect_ki_complex,no_leftinout_indicators,INSERT_EDITING,RIGHT_PRECISE_KNOCK_IN,LEFT_IMPRECISE_KNOCK_IN,unexpected_mutations,left_nhej_ki,is_treated,donor_insertion,right_perfect_ki,DELETION_EDITING,OTHERS,no_leftinout_rc_indicators,no_outout_indicators,right_rc_imperfect_ki_complex,right_rc_nhej_ki,has_outout_no_indicators,rightonly_inout_indicators,untreated,RIGHT_NO_DETECTED,is_untreated,has_edited_fragment_seq_in_other,leftonly_rc_inout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_PRECISE_KNOCK_IN,has_outout_indicators,is_nonspecific_outout_indicators,is_perfect_ki_has_rightinout_indicators,is_perfect_outout_ki,left_rc_nhej_ki,is_nearly_rightinout_ki,rightonly_rc_inout_indicators,leftonly_inout_indicators,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,has_leftinout_indicators,overall_edited_deletion,has_rightinout_indicators,is_nearly_leftinout_ki,has_multi_rightinout_indicators,left_perfect_ki,no_rightinout_indicators,left_nearly_ki,has_outout_reversible_indicators,other_left_rc_mutations,multiple_outout_indicators,has_outout_rc_indicators,total,has_multi_leftinout_indicators,right_imperfect_ki_complex,left_rc_imperfect_ki_complex,IMPRECISE_KNOCK_IN,both_inout_indicators,is_perfect_ki_has_leftinout_indicators,other_right_mutations,both_rc_inout_indicators,right_nearly_ki,LEFT_NO_DETECTED,RIGHT_IMPRECISE_KNOCK_IN,other_left_mutations,right_nhej_ki,overall_edited_insertion,has_outout_any_indicators,RIGHT_OTHER_MUATIONS
2312,896,0,2507,0,0,0,0,0,2507,568,0,0,192,0,1416,0,0,656,387,2507,195,0,0,195,0,896,2507,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,2507,0,0,0,0,2312,2507,0,0,0,0,0,0,0,0,0,2507,0,0,0,568,2312,0
